date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2024-01-02,005930,삼성전자,2023 3분기,분기보고서,67404652000000.0,2433534000000.0,5844171000000.0,3.61,24.89,24192198000000.0,2.5,-12.21,-77.58
2024-02-01,005930,삼성전자,2023 3분기,분기보고서,67404652000000.0,2433534000000.0,5844171000000.0,3.61,24.89,24192198000000.0,2.5,-12.21,-77.58
2024-03-04,005930,삼성전자,2023 3분기,분기보고서,67404652000000.0,2433534000000.0,5844171000000.0,3.61,24.89,24192198000000.0,2.5,-12.21,-77.58
2024-04-01,005930,삼성전자,2023 연간,사업보고서,258935494000000.0,6566976000000.0,15487100000000.0,2.54,25.36,44137427000000.0,1.9,-14.33,-84.86
2024-05-02,005930,삼성전자,2023 연간,사업보고서,258935494000000.0,6566976000000.0,15487100000000.0,2.54,25.36,44137427000000.0,1.9,-14.33,-84.86
2024-06-03,005930,삼성전자,2024 1분기,분기보고서,71915601000000.0,6606009000000.0,6754708000000.0,9.19,26.61,11866306000000.0,1.9,12.82,931.9
2024-07-01,005930,삼성전자,2024 1분기,분기보고서,71915601000000.0,6606009000000.0,6754708000000.0,9.19,26.61,11866306000000.0,1.9,12.82,931.9
2024-08-01,005930,삼성전자,2024 1분기,분기보고서,71915601000000.0,6606009000000.0,6754708000000.0,9.19,26.61,11866306000000.0,1.9,12.82,931.9
2024-09-02,005930,삼성전자,2024 2분기,반기보고서,74068302000000.0,10443878000000.0,9841345000000.0,14.1,26.66,28761716000000.0,1.9,23.44,1462.18
2024-10-02,005930,삼성전자,2024 2분기,반기보고서,74068302000000.0,10443878000000.0,9841345000000.0,14.1,26.66,28761716000000.0,1.9,23.44,1462.18
2024-11-01,005930,삼성전자,2024 2분기,반기보고서,74068302000000.0,10443878000000.0,9841345000000.0,14.1,26.66,28761716000000.0,1.9,23.44,1462.18
2024-12-02,005930,삼성전자,2024 3분기,분기보고서,79098731000000.0,9183371000000.0,10100904000000.0,11.61,27.19,50960350000000.0,1.9,17.35,277.37
2025-01-02,005930,삼성전자,2024 3분기,분기보고서,79098731000000.0,9183371000000.0,10100904000000.0,11.61,27.19,50960350000000.0,1.9,17.35,277.37
2025-02-03,005930,삼성전자,2024 3분기,분기보고서,79098731000000.0,9183371000000.0,10100904000000.0,11.61,27.19,50960350000000.0,1.9,17.35,277.37
2025-03-04,005930,삼성전자,2024 3분기,분기보고서,79098731000000.0,9183371000000.0,10100904000000.0,11.61,27.19,50960350000000.0,1.9,17.35,277.37
2025-04-01,005930,삼성전자,2024 연간,사업보고서,300870903000000.0,32725961000000.0,34451351000000.0,10.88,27.93,72982621000000.0,2.7,16.2,398.34
2025-05-02,005930,삼성전자,2024 연간,사업보고서,300870903000000.0,32725961000000.0,34451351000000.0,10.88,27.93,72982621000000.0,2.7,16.2,398.34
2025-06-02,005930,삼성전자,2025 1분기,분기보고서,79140503000000.0,6685272000000.0,8222878000000.0,8.45,26.99,16580866000000.0,2.7,10.05,1.2
2025-07-01,005930,삼성전자,2025 1분기,분기보고서,79140503000000.0,6685272000000.0,8222878000000.0,8.45,26.99,16580866000000.0,2.7,10.05,1.2
2025-08-01,005930,삼성전자,2025 1분기,분기보고서,79140503000000.0,6685272000000.0,8222878000000.0,8.45,26.99,16580866000000.0,2.7,10.05,1.2
2025-09-01,005930,삼성전자,2025 2분기,반기보고서,74566317000000.0,4676057000000.0,5116435000000.0,6.27,26.36,33941002000000.0,2.7,0.67,-55.23
2025-10-01,005930,삼성전자,2025 2분기,반기보고서,74566317000000.0,4676057000000.0,5116435000000.0,6.27,26.36,33941002000000.0,2.7,0.67,-55.23
2025-11-03,005930,삼성전자,2025 2분기,반기보고서,74566317000000.0,4676057000000.0,5116435000000.0,6.27,26.36,33941002000000.0,2.7,0.67,-55.23
2025-12-01,005930,삼성전자,2025 3분기,분기보고서,86061747000000.0,12166062000000.0,12225747000000.0,14.14,26.64,56515496000000.0,2.7,8.8,32.48
