date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2024-06-03,329180,HD현대중공업,2024 1분기,분기보고서,2987745013000.0,21263912000.0,28623731000.0,0.71,233.24,310992257000.0,,13.48,151.28
2024-07-01,329180,HD현대중공업,2024 1분기,분기보고서,2987745013000.0,21263912000.0,28623731000.0,0.71,233.24,310992257000.0,,13.48,151.28
2024-08-01,329180,HD현대중공업,2024 1분기,분기보고서,2987745013000.0,21263912000.0,28623731000.0,0.71,233.24,310992257000.0,,13.48,151.28
2024-09-02,329180,HD현대중공업,2024 2분기,반기보고서,3883982539000.0,195630124000.0,154109791000.0,5.04,228.82,1365488158000.0,,26.75,185.45
2024-10-02,329180,HD현대중공업,2024 2분기,반기보고서,3883982539000.0,195630124000.0,154109791000.0,5.04,228.82,1365488158000.0,,26.75,185.45
2024-11-01,329180,HD현대중공업,2024 2분기,반기보고서,3883982539000.0,195630124000.0,154109791000.0,5.04,228.82,1365488158000.0,,26.75,185.45
2024-12-02,329180,HD현대중공업,2024 3분기,분기보고서,3609175683000.0,206145004000.0,72198125000.0,5.71,208.69,1410857956000.0,,26.48,1497.06
2025-01-02,329180,HD현대중공업,2024 3분기,분기보고서,3609175683000.0,206145004000.0,72198125000.0,5.71,208.69,1410857956000.0,,26.48,1497.06
2025-02-03,329180,HD현대중공업,2024 3분기,분기보고서,3609175683000.0,206145004000.0,72198125000.0,5.71,208.69,1410857956000.0,,26.48,1497.06
2025-03-04,329180,HD현대중공업,2024 3분기,분기보고서,3609175683000.0,206145004000.0,72198125000.0,5.71,208.69,1410857956000.0,,26.48,1497.06
2025-04-01,329180,HD현대중공업,2024 연간,사업보고서,14486453544000.0,705223483000.0,621509420000.0,4.87,239.93,2883882708000.0,0.7,21.08,294.77
2025-05-02,329180,HD현대중공업,2024 연간,사업보고서,14486453544000.0,705223483000.0,621509420000.0,4.87,239.93,2883882708000.0,0.7,21.08,294.77
2025-06-02,329180,HD현대중공업,2025 1분기,분기보고서,3822515741000.0,433734171000.0,284230314000.0,11.35,260.05,1704749665000.0,0.7,27.94,1939.77
2025-07-01,329180,HD현대중공업,2025 1분기,분기보고서,3822515741000.0,433734171000.0,284230314000.0,11.35,260.05,1704749665000.0,0.7,27.94,1939.77
2025-08-01,329180,HD현대중공업,2025 1분기,분기보고서,3822515741000.0,433734171000.0,284230314000.0,11.35,260.05,1704749665000.0,0.7,27.94,1939.77
2025-09-01,329180,HD현대중공업,2025 2분기,반기보고서,4147124837000.0,471455984000.0,210911338000.0,11.37,219.3,2206124390000.0,0.7,6.78,140.99
2025-10-01,329180,HD현대중공업,2025 2분기,반기보고서,4147124837000.0,471455984000.0,210911338000.0,11.37,219.3,2206124390000.0,0.7,6.78,140.99
2025-11-03,329180,HD현대중공업,2025 2분기,반기보고서,4147124837000.0,471455984000.0,210911338000.0,11.37,219.3,2206124390000.0,0.7,6.78,140.99
2025-12-01,329180,HD현대중공업,2025 3분기,분기보고서,4417898203000.0,557285392000.0,430790463000.0,12.61,221.63,3781364118000.0,0.7,22.41,170.34
