date,ticker,name,fiscal_period,report_name,revenue,operating_income,net_income,operating_margin,debt_ratio,operating_cashflow,dividend_yield,revenue_yoy,operating_income_yoy
2024-03-04,196170,알테오젠,2023 3분기,분기보고서,21302522842.0,-10589761627.0,-7976365338.0,-49.71,66.56,568182197.0,,292.97,2.08
2024-04-01,196170,알테오젠,2023 연간,사업보고서,96522928887.0,-9736838487.0,-3582208686.0,-10.09,73.23,-7765575368.0,,235.08,66.85
2024-05-02,196170,알테오젠,2023 연간,사업보고서,96522928887.0,-9736838487.0,-3582208686.0,-10.09,73.23,-7765575368.0,,235.08,66.85
2024-06-03,196170,알테오젠,2024 1분기,분기보고서,34900500859.0,17259076338.0,20889100604.0,49.45,62.01,40816307115.0,,237.64,264.6
2024-07-01,196170,알테오젠,2024 1분기,분기보고서,34900500859.0,17259076338.0,20889100604.0,49.45,62.01,40816307115.0,,237.64,264.6
2024-08-01,196170,알테오젠,2024 1분기,분기보고서,34900500859.0,17259076338.0,20889100604.0,49.45,62.01,40816307115.0,,237.64,264.6
2024-09-02,196170,알테오젠,2024 2분기,반기보고서,12234116831.0,-6727123999.0,-3180472602.0,-54.99,64.91,30495805531.0,,-71.24,-134.66
2024-10-02,196170,알테오젠,2024 2분기,반기보고서,12234116831.0,-6727123999.0,-3180472602.0,-54.99,64.91,30495805531.0,,-71.24,-134.66
2024-11-01,196170,알테오젠,2024 2분기,반기보고서,12234116831.0,-6727123999.0,-3180472602.0,-54.99,64.91,30495805531.0,,-71.24,-134.66
2024-12-02,196170,알테오젠,2024 3분기,분기보고서,4889997796.0,-8158251134.0,-9433465170.0,-166.84,68.7,29987034205.0,,-77.04,22.96
2025-01-02,196170,알테오젠,2024 3분기,분기보고서,4889997796.0,-8158251134.0,-9433465170.0,-166.84,68.7,29987034205.0,,-77.04,22.96
2025-02-03,196170,알테오젠,2024 3분기,분기보고서,4889997796.0,-8158251134.0,-9433465170.0,-166.84,68.7,29987034205.0,,-77.04,22.96
2025-03-04,196170,알테오젠,2024 3분기,분기보고서,4889997796.0,-8158251134.0,-9433465170.0,-166.84,68.7,29987034205.0,,-77.04,22.96
2025-04-01,196170,알테오젠,2024 연간,사업보고서,102854620800.0,25403990856.0,60690355931.0,24.7,49.22,53044297258.0,,6.56,360.91
2025-05-02,196170,알테오젠,2024 연간,사업보고서,102854620800.0,25403990856.0,60690355931.0,24.7,49.22,53044297258.0,,6.56,360.91
2025-06-02,196170,알테오젠,2025 1분기,분기보고서,83696077912.0,61017565621.0,83037817151.0,72.9,73.61,-4818704171.0,,139.81,253.54
2025-07-01,196170,알테오젠,2025 1분기,분기보고서,83696077912.0,61017565621.0,83037817151.0,72.9,73.61,-4818704171.0,,139.81,253.54
2025-08-01,196170,알테오젠,2025 1분기,분기보고서,83696077912.0,61017565621.0,83037817151.0,72.9,73.61,-4818704171.0,,139.81,253.54
2025-09-01,196170,알테오젠,2025 2분기,반기보고서,18643000115.0,-426290507.0,-34317124543.0,-2.29,73.41,63983759046.0,,52.39,93.66
2025-10-01,196170,알테오젠,2025 2분기,반기보고서,18643000115.0,-426290507.0,-34317124543.0,-2.29,73.41,63983759046.0,,52.39,93.66
2025-11-03,196170,알테오젠,2025 2분기,반기보고서,18643000115.0,-426290507.0,-34317124543.0,-2.29,73.41,63983759046.0,,52.39,93.66
2025-12-01,196170,알테오젠,2025 3분기,분기보고서,49012996870.0,26670839372.0,22025034302.0,54.42,69.21,59103817296.0,,902.31,426.92
