ticker,name,signal_date,cur_price,return_pct,excess_return_pct
207940,삼성바이오로직스,2023-02-02,1193584,-1.23,-0.52
207940,삼성바이오로직스,2023-03-20,1190641,-1.98,-9.63
207940,삼성바이오로직스,2023-04-10,1195056,-3.57,-1.34
207940,삼성바이오로직스,2023-05-17,1147960,-0.77,-4.51
207940,삼성바이오로직스,2023-06-07,1155319,-4.59,-2.5
207940,삼성바이오로직스,2023-07-24,1081732,3.81,8.78
207940,삼성바이오로직스,2023-10-11,1071429,-0.69,1.44
207940,삼성바이오로직스,2023-10-24,1064071,-0.28,-6.56
207940,삼성바이오로직스,2023-11-08,1064071,-1.94,-4.61
207940,삼성바이오로직스,2023-12-22,1062599,8.73,13.81
207940,삼성바이오로직스,2024-03-12,1218604,-3.99,-4.48
207940,삼성바이오로직스,2024-05-13,1149432,-5.76,-6.66
207940,삼성바이오로직스,2024-05-17,1162678,-6.33,-7.12
207940,삼성바이오로직스,2024-06-21,1080260,15.53,15.58
207940,삼성바이오로직스,2024-07-02,1192113,15.8,16.64
207940,삼성바이오로직스,2024-10-15,1555633,-10.12,-2.72
207940,삼성바이오로직스,2024-12-02,1423176,-2.79,-0.47
207940,삼성바이오로직스,2025-01-08,1480574,15.01,13.96
207940,삼성바이오로직스,2025-04-21,1582125,-5.49,-9.73
207940,삼성바이오로직스,2025-05-22,1495292,-1.18,-20.92
207940,삼성바이오로직스,2025-06-04,1499707,1.86,-6.75
207940,삼성바이오로직스,2025-07-04,1514425,1.85,-1.04
207940,삼성바이오로직스,2025-09-09,1521783,8.99,-1.35
207940,삼성바이오로직스,2025-10-15,1667486,7.77,-3.5
207940,삼성바이오로직스,2025-12-16,1750000,9.77,-11.14
068270,셀트리온,2023-01-13,154552,-6.79,-7.95
068270,셀트리온,2023-01-27,150596,-10.81,-8.86
068270,셀트리온,2023-03-10,142961,5.47,1.26
068270,셀트리온,2023-04-06,146732,7.71,6.92
068270,셀트리온,2023-05-12,155104,-2.49,-8.13
068270,셀트리온,2023-07-18,137901,-4.2,-0.81
068270,셀트리온,2023-08-04,137072,-1.61,-1.67
068270,셀트리온,2023-08-09,143604,-5.51,-3.44
068270,셀트리온,2023-09-08,137349,-3.22,1.5
068270,셀트리온,2023-10-16,133393,9.72,10.82
068270,셀트리온,2023-12-12,165315,4.67,4.06
068270,셀트리온,2024-02-13,169455,-2.61,-6.36
068270,셀트리온,2024-02-28,165315,6.4,2.45
068270,셀트리온,2024-03-18,169639,-7.27,-4.56
068270,셀트리온,2024-04-30,172491,-4.53,-4.49
068270,셀트리온,2024-06-10,177182,-2.8,-8.79
068270,셀트리온,2024-07-05,168719,-0.49,14.07
068270,셀트리온,2024-08-13,179022,0.51,3.25
068270,셀트리온,2024-08-21,186291,1.48,4.29
068270,셀트리온,2024-09-23,189050,-9.29,-7.45
068270,셀트리온,2024-11-28,172031,4.98,7.28
068270,셀트리온,2025-02-17,173667,3.83,3.76
068270,셀트리온,2025-02-26,175978,-3.07,-0.63
068270,셀트리온,2025-05-07,153536,4.34,-6.37
068270,셀트리온,2025-05-30,155077,8.91,-5.02
068270,셀트리온,2025-07-02,172300,3.83,-0.31
068270,셀트리온,2025-09-23,176900,-0.17,-17.71
068270,셀트리온,2025-10-21,178300,3.81,2.63
068270,셀트리온,2025-11-13,196100,-4.74,-8.62
068270,셀트리온,2025-12-11,186800,13.22,-0.12
373220,LG에너지솔루션,2023-01-12,478000,9.83,6.5
373220,LG에너지솔루션,2023-03-06,566000,1.59,0.89
373220,LG에너지솔루션,2023-05-24,583000,-3.26,-4.34
373220,LG에너지솔루션,2023-07-24,594000,-11.62,-6.65
373220,LG에너지솔루션,2023-08-29,553000,-13.83,-10.08
373220,LG에너지솔루션,2023-11-09,411000,4.74,0.25
373220,LG에너지솔루션,2023-12-04,430000,-3.26,-6.62
373220,LG에너지솔루션,2024-02-08,393500,6.35,4.7
373220,LG에너지솔루션,2024-03-12,418500,-9.2,-9.7
373220,LG에너지솔루션,2024-04-30,389000,-14.65,-14.61
373220,LG에너지솔루션,2024-06-13,349000,6.88,3.3
373220,LG에너지솔루션,2024-07-04,357500,-6.01,0.49
373220,LG에너지솔루션,2024-08-16,329500,18.82,22.31
373220,LG에너지솔루션,2024-10-29,411500,-2.67,0.82
373220,LG에너지솔루션,2024-11-13,422000,-4.15,-6.76
373220,LG에너지솔루션,2024-11-26,400500,-13.98,-11.05
373220,LG에너지솔루션,2025-01-20,354500,8.74,3.69
373220,LG에너지솔루션,2025-02-17,350500,-5.71,-5.78
373220,LG에너지솔루션,2025-03-27,356000,-3.51,-3.05
373220,LG에너지솔루션,2025-04-15,343000,-15.01,-21.39
373220,LG에너지솔루션,2025-06-11,304000,4.61,-4.41
373220,LG에너지솔루션,2025-09-23,348000,47.7,30.16
373220,LG에너지솔루션,2025-12-10,446000,-11.66,-25.82
006400,삼성SDI,2023-01-13,610916,16.35,15.18
006400,삼성SDI,2023-03-06,776373,-8.45,-9.15
006400,삼성SDI,2023-04-04,761687,-12.08,-12.31
006400,삼성SDI,2023-05-23,699029,-4.34,-4.44
006400,삼성SDI,2023-07-07,670637,-9.93,-12.31
006400,삼성SDI,2023-07-13,700987,-11.59,-10.18
006400,삼성SDI,2023-09-05,590357,-15.26,-10.84
006400,삼성SDI,2023-11-20,456229,-3.33,-5.64
006400,삼성SDI,2023-12-20,441543,-20.51,-15.84
006400,삼성SDI,2024-02-06,373990,8.25,6.32
006400,삼성SDI,2024-03-11,449865,-10.55,-11.43
006400,삼성SDI,2024-04-30,434201,-14.99,-14.95
006400,삼성SDI,2024-07-09,365179,-15.28,-4.84
006400,삼성SDI,2024-08-23,325039,16.72,17.7
006400,삼성SDI,2025-02-20,226646,-12.96,-12.11
006400,삼성SDI,2025-04-24,185100,-5.94,-10.81
006400,삼성SDI,2025-06-02,172400,7.48,-4.98
006400,삼성SDI,2025-09-22,210000,48.57,33.53
006400,삼성SDI,2025-12-08,310000,-13.71,-24.4
005380,현대차,2023-01-06,164000,5.3,-0.37
005380,현대차,2023-03-22,180500,6.65,0.93
005380,현대차,2023-06-22,199900,0.05,-1.49
005380,현대차,2023-09-04,186600,0.96,7.92
005380,현대차,2023-09-13,190700,-0.94,5.16
005380,현대차,2023-11-16,184400,4.56,0.76
005380,현대차,2023-12-11,185600,0.22,0.62
005380,현대차,2024-01-29,190000,31.84,26.1
005380,현대차,2024-04-15,242000,0.83,-3.58
005380,현대차,2024-05-17,250500,12.97,12.18
005380,현대차,2024-08-19,256000,-2.15,1.68
005380,현대차,2024-09-23,253000,-10.87,-9.03
005380,현대차,2024-11-21,217000,-3.0,0.89
005380,현대차,2024-12-24,217500,-5.29,-8.9
005380,현대차,2025-01-10,220000,-6.36,-10.44
005380,현대차,2025-02-24,202500,9.63,9.11
005380,현대차,2025-03-19,202500,-10.27,-3.95
005380,현대차,2025-04-24,188800,-1.54,-6.4
005380,현대차,2025-06-10,201000,4.23,-3.57
005380,현대차,2025-07-23,217500,1.15,1.83
005380,현대차,2025-08-14,216500,-0.69,-7.93
005380,현대차,2025-10-14,223500,23.27,9.78
005380,현대차,2025-12-04,315000,11.27,0.27
000270,기아,2023-01-11,63900,14.55,10.85
000270,기아,2023-03-31,81200,7.02,4.91
000270,기아,2023-06-27,86400,-4.4,-5.5
000270,기아,2023-08-30,80200,2.12,8.01
000270,기아,2023-09-19,81400,0.74,8.42
000270,기아,2023-11-16,85200,4.81,1.02
000270,기아,2024-01-29,98000,27.04,21.3
000270,기아,2024-04-16,113100,1.59,-4.52
000270,기아,2024-05-23,120000,6.92,4.05
000270,기아,2024-08-29,106100,-7.63,-3.72
000270,기아,2024-09-23,103800,-10.69,-8.85
000270,기아,2024-11-07,93000,1.94,7.13
000270,기아,2024-11-20,97600,3.07,4.88
000270,기아,2024-12-04,94000,5.43,3.37
000270,기아,2024-12-16,95700,6.06,3.34
000270,기아,2025-03-06,96800,-7.33,-3.51
000270,기아,2025-04-24,88200,0.91,-3.96
000270,기아,2025-06-05,95300,3.46,-3.67
000270,기아,2025-07-23,105000,-0.19,0.49
000270,기아,2025-08-20,103900,-1.73,-11.9
000270,기아,2025-10-15,111300,6.02,-5.25
000270,기아,2025-11-13,117000,7.52,3.64
000270,기아,2025-12-03,120300,1.83,-10.51
105560,KB금융,2023-01-09,57800,-6.23,-11.77
105560,KB금융,2023-04-17,48400,2.27,4.44
105560,KB금융,2023-05-19,49350,-4.96,-5.96
105560,KB금융,2023-06-12,48500,-2.58,0.28
105560,KB금융,2023-07-17,48150,5.92,9.06
105560,KB금융,2023-10-13,56600,-6.54,-5.2
105560,KB금융,2023-11-15,54300,-4.42,-6.67
105560,KB금융,2023-12-20,53100,-3.2,1.47
105560,KB금융,2024-01-26,55600,12.05,5.99
105560,KB금융,2024-03-06,71200,-2.39,-5.95
105560,KB금융,2024-04-25,76000,2.76,1.97
105560,KB금융,2024-06-03,77600,8.76,3.81
105560,KB금융,2024-06-13,80900,7.54,3.97
105560,KB금융,2024-07-02,84400,4.15,4.98
105560,KB금융,2024-08-20,87200,-2.52,1.15
105560,KB금융,2024-10-07,89400,5.15,6.33
105560,KB금융,2024-11-22,98000,-11.22,-7.58
105560,KB금융,2025-01-09,87800,-9.57,-12.25
105560,KB금융,2025-03-20,81300,1.35,7.4
105560,KB금융,2025-04-18,82800,16.79,12.56
105560,KB금융,2025-07-25,110500,-1.99,-1.05
105560,KB금융,2025-08-11,114100,3.07,-0.84
105560,KB금융,2025-09-10,117600,-3.32,-15.4
105560,KB금융,2025-10-21,115800,5.53,4.35
105560,KB금융,2025-12-02,131700,-3.72,-14.16
055550,신한지주,2023-01-09,40900,-2.2,-7.74
055550,신한지주,2023-04-18,35650,-1.26,0.19
055550,신한지주,2023-05-09,34800,2.59,-3.21
055550,신한지주,2023-05-24,35000,-1.0,-2.08
055550,신한지주,2023-06-07,35300,-6.37,-4.28
055550,신한지주,2023-07-20,33950,3.39,7.26
055550,신한지주,2023-07-27,34900,1.86,4.35
055550,신한지주,2023-08-28,35600,0.0,3.49
055550,신한지주,2023-11-10,35400,3.39,-1.67
055550,신한지주,2023-11-14,36300,2.07,1.1
055550,신한지주,2024-01-24,39650,4.29,-2.87
055550,신한지주,2024-03-06,45400,-1.87,-5.44
055550,신한지주,2024-04-26,46850,-1.81,0.12
055550,신한지주,2024-06-21,48000,14.58,14.63
055550,신한지주,2024-08-20,58800,-5.1,-1.43
055550,신한지주,2024-10-04,55500,-2.34,-1.06
055550,신한지주,2024-10-11,58100,-2.75,0.74
055550,신한지주,2024-10-25,56000,0.71,3.7
055550,신한지주,2024-11-11,55800,-10.48,-7.88
055550,신한지주,2024-11-25,54300,-9.02,-5.86
055550,신한지주,2025-01-10,50000,-3.3,-7.38
055550,신한지주,2025-03-20,47800,-0.31,5.73
055550,신한지주,2025-04-18,48700,11.09,6.86
055550,신한지주,2025-08-11,70000,-3.57,-7.48
055550,신한지주,2025-09-12,69900,6.44,-5.52
055550,신한지주,2025-11-26,78300,-1.92,-5.5
035720,카카오,2023-01-09,60700,16.8,11.27
035720,카카오,2023-03-22,61600,-6.01,-11.72
035720,카카오,2023-05-22,58000,-13.28,-14.29
035720,카카오,2023-06-09,56600,-11.93,-7.79
035720,카카오,2023-07-12,51900,1.35,0.95
035720,카카오,2023-08-01,53200,-9.59,-7.29
035720,카카오,2023-11-07,43950,14.9,11.86
035720,카카오,2024-02-16,58200,-10.65,-9.75
035720,카카오,2024-03-27,54400,-13.05,-9.79
035720,카카오,2024-05-03,49700,-10.36,-8.72
035720,카카오,2024-07-10,42350,-9.21,2.36
035720,카카오,2024-08-28,37000,-2.7,1.08
035720,카카오,2024-09-26,36650,1.91,4.02
035720,카카오,2024-11-25,37000,6.76,9.92
035720,카카오,2025-02-03,40900,5.38,2.3
035720,카카오,2025-02-28,41900,0.72,1.01
035720,카카오,2025-05-27,41700,46.04,31.59
035720,카카오,2025-08-07,63800,-7.21,-7.51
035720,카카오,2025-09-16,62500,-2.56,-16.34
035720,카카오,2025-10-27,63700,-8.95,-5.14
035720,카카오,2025-12-08,60800,-4.28,-14.96
035720,카카오,2025-12-30,62100,-1.13,-22.35
035420,네이버,2023-01-09,193000,19.17,13.63
035420,네이버,2023-05-08,211000,-4.98,-8.99
035420,네이버,2023-07-11,202000,12.62,11.44
035420,네이버,2023-09-13,225500,-19.56,-13.45
035420,네이버,2023-11-03,205500,2.43,1.93
035420,네이버,2024-03-28,187400,-1.44,0.71
035420,네이버,2024-05-03,194800,-9.09,-7.45
035420,네이버,2024-07-10,176100,-7.61,3.96
035420,네이버,2024-08-27,163800,3.42,7.01
035420,네이버,2024-09-24,166200,2.53,1.91
035420,네이버,2024-11-05,176300,14.86,18.74
035420,네이버,2025-01-16,209000,5.98,0.81
035420,네이버,2025-04-24,193500,-3.0,-7.86
035420,네이버,2025-06-05,198500,28.97,21.83
035420,네이버,2025-09-05,228000,15.13,3.8
035420,네이버,2025-10-31,274500,-11.48,-4.33
051910,LG화학,2023-01-12,644000,4.97,1.64
051910,LG화학,2023-03-03,726000,-1.93,-2.32
051910,LG화학,2023-04-04,732000,-0.14,-0.37
051910,LG화학,2023-06-07,737000,-9.91,-7.82
051910,LG화학,2023-07-19,685000,-16.93,-13.25
051910,LG화학,2023-09-06,577000,-8.32,-5.63
051910,LG화학,2023-11-08,467500,0.21,-2.46
051910,LG화학,2023-11-16,484000,1.86,-1.93
051910,LG화학,2023-12-20,495000,-21.01,-16.34
051910,LG화학,2024-02-02,467000,-5.14,-7.31
051910,LG화학,2024-03-27,440000,-15.11,-11.85
051910,LG화학,2024-05-02,403500,-10.53,-9.99
051910,LG화학,2024-07-08,362500,-20.14,-8.1
051910,LG화학,2024-08-22,315000,10.63,14.54
051910,LG화학,2024-09-20,319000,2.82,3.63
051910,LG화학,2024-11-28,284000,-11.97,-9.67
051910,LG화학,2025-02-19,246500,6.09,6.5
051910,LG화학,2025-03-11,251000,-18.92,-8.01
051910,LG화학,2025-03-21,264500,-17.77,-12.31
051910,LG화학,2025-04-29,216000,-9.58,-15.15
051910,LG화학,2025-06-04,201500,31.27,22.65
051910,LG화학,2025-08-26,286500,-0.17,-9.12
051910,LG화학,2025-09-10,290000,7.59,-4.5
051910,LG화학,2025-10-16,339000,20.21,13.2
352820,HYBE,2023-03-22,188400,36.41,30.69
352820,HYBE,2023-06-13,292000,-9.93,-8.24
352820,HYBE,2023-08-08,259500,-5.39,-3.21
352820,HYBE,2023-09-04,251000,-10.96,-4.0
352820,HYBE,2023-10-17,234000,-9.83,-10.81
352820,HYBE,2023-11-29,215500,12.06,6.76
352820,HYBE,2024-02-16,204000,-5.54,-4.64
352820,HYBE,2024-03-26,224000,-5.36,-0.77
352820,HYBE,2024-05-29,204000,-0.74,-6.9
352820,HYBE,2024-08-26,176800,-2.21,-0.74
352820,HYBE,2024-10-04,173500,16.71,18.0
352820,HYBE,2024-12-18,204000,6.86,3.49
352820,HYBE,2025-01-07,205500,19.46,18.75
352820,HYBE,2025-03-28,235500,5.52,2.79
352820,HYBE,2025-04-04,231500,14.47,3.68
352820,HYBE,2025-04-25,248500,9.46,2.72
352820,HYBE,2025-06-09,309000,-8.9,-17.36
352820,HYBE,2025-08-08,289000,0.35,-1.32
352820,HYBE,2025-09-09,291500,-4.63,-14.97
352820,HYBE,2025-09-18,289500,-0.52,-14.92
352820,HYBE,2025-10-23,288000,1.39,3.63
352820,HYBE,2025-12-03,295500,13.54,1.2
352820,HYBE,2025-12-12,301000,12.46,-4.82
329180,HD현대중공업,2023-01-31,111300,-4.85,-3.96
329180,HD현대중공업,2023-02-23,110900,-12.44,-11.85
329180,HD현대중공업,2023-03-29,99200,6.45,4.71
329180,HD현대중공업,2023-08-31,128000,-12.5,-6.25
329180,HD현대중공업,2023-11-08,110900,13.07,10.4
329180,HD현대중공업,2023-11-15,112200,10.78,8.53
329180,HD현대중공업,2024-01-02,121500,-6.09,-1.86
329180,HD현대중공업,2024-02-28,117900,0.08,-3.86
329180,HD현대중공업,2024-03-14,117100,1.02,0.89
329180,HD현대중공업,2024-04-23,130200,2.15,0.39
329180,HD현대중공업,2024-06-17,133600,25.37,21.68
329180,HD현대중공업,2024-09-23,198000,0.05,1.89
329180,HD현대중공업,2024-10-16,197200,10.29,17.59
329180,HD현대중공업,2024-11-11,205500,5.84,8.45
329180,HD현대중공업,2024-12-13,239500,30.48,28.93
329180,HD현대중공업,2025-02-12,366000,-16.8,-16.15
329180,HD현대중공업,2025-03-19,300000,22.0,28.32
329180,HD현대중공업,2025-04-10,342500,21.46,12.92
329180,HD현대중공업,2025-06-02,428000,-7.94,-20.41
329180,HD현대중공업,2025-07-22,413000,14.29,15.61
329180,HD현대중공업,2025-08-26,521000,-3.84,-12.78
329180,HD현대중공업,2025-10-01,528000,-0.57,-14.01
329180,HD현대중공업,2025-11-18,574000,-9.58,-12.81
329180,HD현대중공업,2025-12-11,573000,7.33,-6.01
012450,한화에어로스페이스,2023-01-13,82307,7.8,6.63
012450,한화에어로스페이스,2023-03-31,104513,4.87,2.77
012450,한화에어로스페이스,2023-05-22,112969,24.17,23.15
012450,한화에어로스페이스,2023-09-01,116636,-13.71,-6.91
012450,한화에어로스페이스,2023-11-01,117553,9.1,0.9
012450,한화에어로스페이스,2023-12-01,140879,-4.34,-7.2
012450,한화에어로스페이스,2024-01-04,133545,0.84,-0.6
012450,한화에어로스페이스,2024-02-15,143936,29.65,28.25
012450,한화에어로스페이스,2024-06-03,214936,10.43,5.47
012450,한화에어로스페이스,2024-06-10,213918,20.0,14.01
012450,한화에어로스페이스,2024-06-13,232763,10.94,7.37
012450,한화에어로스페이스,2024-08-13,313746,-5.84,-3.11
012450,한화에어로스페이스,2024-09-11,295411,29.17,28.32
012450,한화에어로스페이스,2024-11-07,397328,-26.15,-20.95
012450,한화에어로스페이스,2024-12-24,318552,23.65,20.04
012450,한화에어로스페이스,2025-04-09,728682,8.65,1.97
012450,한화에어로스페이스,2025-05-21,833000,10.32,-5.9
012450,한화에어로스페이스,2025-07-18,919000,-10.01,-8.17
012450,한화에어로스페이스,2025-08-28,884000,18.1,11.82
012450,한화에어로스페이스,2025-10-27,996000,-13.76,-9.95
012450,한화에어로스페이스,2025-11-04,950000,-8.84,-9.64
012450,한화에어로스페이스,2025-12-09,923000,31.31,19.47
012450,한화에어로스페이스,2025-12-29,941000,38.15,14.25
259960,크래프톤,2023-01-16,170000,4.82,0.79
259960,크래프톤,2023-03-23,173000,12.08,6.72
259960,크래프톤,2023-06-12,203000,-10.1,-7.24
259960,크래프톤,2023-10-13,154100,25.83,27.16
259960,크래프톤,2024-01-10,201000,6.47,3.32
259960,크래프톤,2024-01-24,207000,5.07,-2.08
259960,크래프톤,2024-03-13,235000,1.49,2.85
259960,크래프톤,2024-04-17,260000,-2.88,-6.28
259960,크래프톤,2024-05-07,260000,-1.54,-0.72
259960,크래프톤,2024-06-12,265500,6.97,2.01
259960,크래프톤,2024-07-10,284000,-0.7,10.87
259960,크래프톤,2024-07-23,287000,20.56,22.41
259960,크래프톤,2024-08-12,331000,-1.81,2.31
259960,크래프톤,2024-09-20,340500,1.91,2.72
259960,크래프톤,2024-10-21,340500,-10.28,-6.44
259960,크래프톤,2024-11-07,325000,-4.46,0.73
259960,크래프톤,2024-12-02,328500,1.98,4.31
259960,크래프톤,2025-01-06,331000,14.05,12.88
259960,크래프톤,2025-03-06,349000,6.59,10.42
259960,크래프톤,2025-04-03,372000,3.63,-0.77
259960,크래프톤,2025-05-21,380000,-7.76,-23.99
259960,크래프톤,2025-08-22,330000,-6.36,-14.43
247540,에코프로비엠,2023-01-12,99800,40.78,31.26
247540,에코프로비엠,2023-05-26,239000,1.67,-0.14
247540,에코프로비엠,2023-07-06,280000,35.89,29.99
247540,에코프로비엠,2023-11-07,255500,17.81,16.76
247540,에코프로비엠,2023-11-29,274000,3.47,-2.21
247540,에코프로비엠,2024-01-11,304000,-21.05,-18.41
247540,에코프로비엠,2024-02-15,254000,5.51,1.21
247540,에코프로비엠,2024-03-12,264500,-9.64,-6.06
247540,에코프로비엠,2024-04-30,233000,-19.31,-16.69
247540,에코프로비엠,2024-06-10,213500,-9.23,-8.31
247540,에코프로비엠,2024-07-09,189500,-8.07,4.74
247540,에코프로비엠,2024-08-16,172400,-8.29,-3.41
247540,에코프로비엠,2024-09-25,189600,-8.33,-3.84
247540,에코프로비엠,2024-11-04,178500,-22.69,-14.57
247540,에코프로비엠,2025-01-09,120200,9.07,4.7
247540,에코프로비엠,2025-02-18,135200,-16.49,-9.67
247540,에코프로비엠,2025-04-24,103500,-14.2,-14.08
247540,에코프로비엠,2025-06-09,92200,8.79,7.09
247540,에코프로비엠,2025-09-19,118100,46.4,43.16
247540,에코프로비엠,2025-10-15,143000,11.89,5.77
247540,에코프로비엠,2025-12-02,156900,-7.07,-9.81
196170,알테오젠,2023-02-01,41400,-10.87,-15.81
196170,알테오젠,2023-03-23,37050,24.7,19.27
196170,알테오젠,2023-05-19,48350,-12.72,-15.5
196170,알테오젠,2023-07-19,43200,2.2,8.03
196170,알테오젠,2023-09-12,62200,-6.59,1.77
196170,알테오젠,2023-11-01,68200,17.3,9.69
196170,알테오젠,2023-12-22,91900,-19.91,-17.01
196170,알테오젠,2024-02-14,87500,133.71,131.24
196170,알테오젠,2024-04-26,176500,1.98,6.32
196170,알테오젠,2024-05-17,190000,43.95,42.55
196170,알테오젠,2024-07-24,275500,14.34,17.35
196170,알테오젠,2024-08-12,292500,4.62,11.86
196170,알테오젠,2024-09-13,350000,9.57,9.73
196170,알테오젠,2024-11-08,445500,-36.03,-22.06
196170,알테오젠,2025-01-03,315500,24.09,20.62
196170,알테오젠,2025-03-18,419000,-12.53,-7.22
196170,알테오젠,2025-04-15,366500,-12.82,-14.92
196170,알테오젠,2025-06-02,381000,4.46,-1.29
196170,알테오젠,2025-07-08,423500,3.78,2.12
196170,알테오젠,2025-08-29,455000,2.42,-5.44
196170,알테오젠,2025-10-27,476000,8.82,14.06
034020,두산에너빌리티,2023-01-10,16400,-4.57,-9.24
034020,두산에너빌리티,2023-02-24,16260,-0.98,-2.33
034020,두산에너빌리티,2023-04-06,16830,-7.66,-8.45
034020,두산에너빌리티,2023-05-24,16160,10.09,9.01
034020,두산에너빌리티,2023-07-13,17890,-5.37,-3.96
034020,두산에너빌리티,2023-08-29,17750,-7.44,-3.68
034020,두산에너빌리티,2023-09-13,17020,-17.57,-11.46
034020,두산에너빌리티,2023-09-19,17060,-17.58,-9.91
034020,두산에너빌리티,2023-11-07,14550,9.62,6.58
034020,두산에너빌리티,2024-01-04,15560,2.83,1.38
034020,두산에너빌리티,2024-02-01,16000,-2.31,-3.31
034020,두산에너빌리티,2024-03-11,17030,-4.58,-5.45
034020,두산에너빌리티,2024-04-29,16800,23.81,25.87
034020,두산에너빌리티,2024-07-09,21850,-22.88,-12.44
034020,두산에너빌리티,2024-08-19,17970,-0.06,3.77
034020,두산에너빌리티,2024-08-28,17750,-2.48,1.3
034020,두산에너빌리티,2024-09-20,18200,14.56,15.37
034020,두산에너빌리티,2025-01-03,18630,24.53,23.19
034020,두산에너빌리티,2025-03-25,25750,0.0,4.48
034020,두산에너빌리티,2025-04-18,26050,46.83,42.6
034020,두산에너빌리티,2025-07-21,62600,-8.31,-7.05
034020,두산에너빌리티,2025-08-06,65400,-5.5,-4.81
034020,두산에너빌리티,2025-09-22,63100,36.93,21.89
034020,두산에너빌리티,2025-12-05,76800,8.98,-0.58
