ticker,name,signal_date,price,per,pbr,roe,market_cap,signal,confidence,reasons,return_5d,return_20d
005930,삼성전자,2024-02-01,75200,9.13,1.23,13.47,435685351059200.0,Neutral,50,"[""PER 9.1배는 시장 평균 대비 낮은 수준으로 저평가 가능성을 시사하지만, 삼성전자의 경우 반도체 업황 변동성에 따라 PER이 크게 변동하므로 절대적인 판단 기준이 되기는 어렵습니다."", ""PBR 1.23배는 자산 가치 대비 소폭 상승한 수준으로, 현재 주가가 과도하게 고평가되었다고 보기는 어렵습니다."", ""ROE 13.5%는 양호한 수준으로 기업의 수익성을 보여주지만, 최근 1개월 수익률이 -4.42%로 하락세를 보이고 있어 단기적인 투자 심리가 위축되었음을 알 수 있습니다."", ""최근 1개월 수익률 하락에도 불구하고 거래량 변화율이 25.71%로 증가한 점은 매수세 유입 가능성을 시사하지만, 52주 최고가 대비 현재 위치가 70.9%로 여전히 상승 여력이 남아있다고 볼 수도 있어 명확한 방향성을 판단하기 어렵습니다.""]",0.0,-3.0585106382978724
005930,삼성전자,2024-03-04,73700,9.3,1.25,13.44,443380880357800.0,Neutral,55,"[""PER 9.3배는 시장 평균 대비 저평가 가능성을 시사하나, 절대적인 투자 판단 근거로는 부족합니다."", ""PBR 1.25배와 ROE 13.4%는 기업의 자산 가치 대비 수익성을 양호하게 보여주지만, 최근 주가 흐름이 뚜렷한 상승세를 보이지 않고 있습니다."", ""52주 최고가 대비 현재 위치가 77.2%로 상승 여력이 남아있으나, 최근 1개월 수익률이 0.81%로 미미하고 거래량 변화율이 감소하는 점은 단기적인 상승 모멘텀 약화를 시사합니다.""]",-0.5427408412483039,15.332428765264586
005930,삼성전자,2024-04-01,85000,38.48,1.33,3.46,485410309604000.0,Buy,75,"[""현재가 85,000원이 52주 최고가 82,400원을 상회하며 강한 상승 추세를 보이고 있습니다."", ""최근 1개월 수익률 11.72%와 거래량 변화율 38.21%는 투자자들의 관심이 증가하고 있음을 시사합니다."", ""PBR 1.33은 자산 가치 대비 저평가 가능성을 나타내며, ROE 3.5%는 개선의 여지가 있지만 적자 기업은 아닙니다.""]",-1.647058823529412,-8.235294117647058
005930,삼성전자,2024-05-02,77600,36.6,1.27,3.47,461731757916000.0,Neutral,40,"[""PER 지표가 36.6으로 높은 편이나, 삼성전자는 적자 기업이 아니므로 해당 지표 자체만으로는 매수/매도 판단이 어렵습니다."", ""PBR 1.27, ROE 3.5%는 현재 주가가 기업의 순자산 대비 크게 고평가되지 않았음을 시사하지만, 공격적인 상승을 기대하기는 어려운 수준입니다."", ""최근 1개월 수익률이 -4.88%로 하락세를 보이고 있으며, 거래량 변화율 또한 -3.63%로 감소 추세에 있어 단기적인 매수세 유입이 약함을 나타냅니다."", ""52주 최고가 대비 현재 위치가 66.4%로, 여전히 상승 여력이 남아있다고 볼 수도 있으나, 최근 하락 추세와 거래량 감소를 고려할 때 20거래일 내 뚜렷한 방향성을 예측하기 어렵습니다.""]",1.0309278350515463,-2.9639175257731956
005930,삼성전자,2024-06-03,75300,35.52,1.23,3.46,448116590695400.0,Neutral,40,"[""PER이 35.5로 높은 편이나, 삼성전자의 경우 반도체 업황 사이클 및 글로벌 거시 경제 변수에 따라 변동성이 크므로 단순 PER만으로 판단하기 어렵습니다."", ""PBR 1.23은 자산 가치 대비 소폭 상승한 수준이며, ROE 3.5%는 낮은 수준으로 수익성이 개선될 여지가 있습니다."", ""52주 최고가 대비 현재 위치가 중간 정도이며, 최근 1개월 수익률이 마이너스이고 거래량 변화율도 감소한 점은 단기적인 하락 압력을 시사하지만, 52주 최저가 대비로는 상당한 상승 여력이 있어 방향성 판단이 어렵습니다.""]",1.593625498007968,8.632138114209829
005930,삼성전자,2024-07-01,81800,38.39,1.33,3.46,484226382019600.0,Neutral,50,"[""삼성전자의 PER이 38.4로 높은 편이지만, PBR 1.33과 ROE 3.5%는 현재 시장 상황에서 아주 매력적인 수준은 아닙니다."", ""52주 최고가 대비 현재 위치가 81.9%로, 상승 여력과 하락 위험이 공존하는 구간에 있습니다."", ""최근 1개월 수익률은 11.29%로 긍정적이나, 거래량 변화율이 -13.74%로 감소하는 추세는 단기적인 매수세 약화를 시사할 수 있습니다.""]",7.334963325183375,-0.9779951100244498
005930,삼성전자,2024-08-01,79600,39.0,1.35,3.46,491921911318200.0,Neutral,50,"[""삼성전자의 PER은 39.0으로, 이는 동종 업계 평균 대비 높은 수준일 수 있으며, 이익 대비 고평가 가능성을 시사합니다."", ""PBR 1.35와 ROE 3.5%는 자산 가치 대비 주가가 크게 높지 않지만, 수익성이 상대적으로 낮은 수준임을 나타냅니다."", ""52주 최고가 대비 현재 위치가 78.4%로, 상승 여력이 남아있으나 저항 구간에 근접할 가능성도 있습니다."", ""최근 1개월 수익률이 1.59%로 소폭 상승했으며, 거래량 변화율 9.73%는 시장의 관심이 증가하고 있음을 보여주지만, 20거래일 내 뚜렷한 방향성을 판단하기에는 근거가 부족합니다.""]",-6.155778894472362,-6.532663316582915
005930,삼성전자,2024-09-02,72500,34.91,1.21,3.47,440421061396800.0,Neutral,50,"[""PER이 34.9로 높은 편이지만, 삼성전자는 대형 기술주로서 성장성을 감안해야 합니다."", ""PBR 1.21은 자산 가치 대비 소폭 상승한 수준이며, ROE 3.5%는 다소 낮은 편입니다."", ""52주 최고가 대비 현재 위치가 38.5%로 하락폭이 컸으나, 최근 1개월 수익률 -10.47%와 거래량 변화율 -7.31%는 하락 추세가 지속되고 있음을 시사합니다.""]",-8.689655172413794,-16.82758620689655
005930,삼성전자,2024-10-02,60600,28.77,1.0,3.48,362873804618600.0,Neutral,40,"[""현재가(60,600원)가 52주 최저가(61,300원)에 매우 근접해 있어 추가 하락보다는 반등 가능성을 시사하지만, 52주 최고가 대비 큰 폭으로 하락한 상태입니다."", ""최근 1개월 수익률이 -19.76%로 매우 부진하며, 거래량 변화율이 45.60%로 높다는 점은 변동성이 크다는 것을 의미하지만 명확한 방향성을 제시하지는 않습니다."", ""PER 28.8, PBR 1.00, ROE 3.5% 등 재무지표는 현재 주가 수준에서 크게 매력적이지도, 비싸지도 않은 중간 수준으로 판단됩니다.""]",0.33003300330033003,-3.1353135313531353
005930,삼성전자,2024-11-01,58700,27.36,0.95,3.47,345114890852600.0,Neutral,50,"[""현재가(58,700원)가 52주 최저가(55,900원)에 근접하여 하방 경직성을 기대할 수 있으나, 52주 최고가(87,800원) 대비 상당한 하락폭을 보이고 있습니다."", ""최근 1개월 수익률(-5.20%)과 거래량 변화율(-5.98%)이 모두 하락세를 나타내고 있어 단기적인 매도 압력이 존재합니다."", ""PER(27.4)은 높은 편이나 PBR(0.95)이 1 미만이고 ROE(3.5%)가 낮은 점은 재무적으로 큰 매력을 느끼기 어렵게 합니다.""]",-6.303236797274275,-8.68824531516184
005930,삼성전자,2024-12-02,53600,25.15,0.87,3.46,317292592619200.0,Neutral,50,"[""현재가 52주 최저가 대비 높은 수준이나 최고가 대비는 낮은 수준으로 기술적 반등 가능성과 하락 압력이 혼재합니다."", ""최근 1개월 수익률이 마이너스로 하락 추세가 이어지고 있으나, 거래량 변화율이 긍정적인 점은 매수세 유입 가능성을 시사합니다."", ""PER, PBR, ROE 등 재무지표는 시장 대비 저평가 가능성을 보여주지만, 단기적인 시장 흐름을 예측하기에는 불확실성이 존재합니다.""]",0.7462686567164178,1.4925373134328357
005930,삼성전자,2025-01-02,54400,25.06,0.87,3.47,316108665034800.0,Neutral,50,"[""PER 25.1은 시장 평균 대비 높은 편이나, 삼성전자의 경우 반도체 업황 사이클에 따라 변동성이 크므로 현재 PER만으로 판단하기 어렵습니다."", ""PBR 0.87은 장부가치 대비 저평가된 것으로 볼 수 있으나, ROE 3.5%는 낮은 수준으로 수익성 개선이 필요합니다."", ""52주 최고가 대비 현재 위치가 9.2% 하락한 상태이며, 최근 1개월 수익률과 거래량 변화율이 부정적인 신호를 보내고 있어 단기적인 하락 가능성도 배제할 수 없습니다.""]",1.6544117647058825,-0.7352941176470588
005930,삼성전자,2025-02-03,52700,23.93,0.83,3.47,301901534022000.0,Neutral,50,"[""삼성전자는 현재 52주 최저가에 근접한 가격으로, 기술적으로는 반등 가능성이 있으나 최근 1개월 수익률 하락과 거래량 감소는 하방 압력을 시사합니다."", ""PER 23.9, PBR 0.83, ROE 3.5%의 재무 지표는 현재 주가 수준이 기업 가치 대비 과도하게 고평가되거나 저평가되었다고 보기 어려운 중립적인 상황을 나타냅니다."", ""시가총액이 매우 크고 시장 전반의 흐름에 민감하게 반응하는 대형주 특성상, 20거래일이라는 단기적인 관점에서 뚜렷한 상승 또는 하락 추세를 예측하기에는 불확실성이 존재합니다.""]",5.692599620493358,2.4667931688804554
005930,삼성전자,2025-03-04,54000,25.57,0.89,3.48,322620266749000.0,Neutral,50,"[""삼성전자의 PER 25.6은 현재 시장 평균 대비 높은 편은 아니지만, ROE 3.5%는 낮은 수준으로 기업의 수익성이 다소 부진함을 시사합니다."", ""PBR 0.89는 현재 주가가 장부가치보다 낮게 거래되고 있음을 나타내지만, 이는 시장 전반의 저평가 심리나 해당 기업의 성장성에 대한 의구심을 반영할 수도 있습니다."", ""52주 최고가 대비 현재 위치가 12.1%로, 52주 내에서 상대적으로 낮은 구간에 위치해 있어 추가 하락보다는 반등 가능성도 존재하지만, 최근 1개월 수익률이 4.01%로 소폭 상승했으나 거래량 변화율이 5.92%로 크지 않아 추세 전환을 확신하기 어렵습니다.""]",1.6666666666666667,8.88888888888889
005930,삼성전자,2025-04-01,58800,11.88,0.87,7.32,348074709813600.0,Neutral,50,"[""삼성전자의 PER은 11.9로 적정 수준으로 보이나, PBR 0.87은 자산 가치 대비 저평가 가능성을 시사합니다."", ""ROE 7.3%는 양호한 수준이지만, 52주 최고가 대비 현재 위치가 23.5%로 여전히 높은 편입니다."", ""최근 1개월 수익률 7.89%는 긍정적이나, 거래량 변화율이 0.02%로 미미하여 뚜렷한 추세 전환 신호로 보기 어렵습니다.""]",-9.863945578231291,-5.612244897959184
005930,삼성전자,2025-05-02,54600,10.97,0.8,7.29,321436339164600.0,Neutral,50,"[""삼성전자는 현재 52주 최저가에 근접한 수준으로, 저가 매수세 유입 가능성이 있으나 최근 1개월 수익률 하락과 거래량 감소는 투자 심리 위축을 시사합니다."", ""PER 11.0, PBR 0.80, ROE 7.3% 등 재무 지표는 현재 주가 수준이 기업 가치 대비 과도하게 고평가되지 않았음을 보여주지만, 뚜렷한 상승 모멘텀을 제시하지는 않습니다."", ""기술적으로는 52주 최저가 부근에서 횡보하며 방향성을 탐색하는 구간으로, 20거래일 내 뚜렷한 시장 대비 상승 또는 하락을 예측하기 어렵습니다.""]",5.128205128205128,8.241758241758241
005930,삼성전자,2025-06-02,57800,11.47,0.84,7.32,336235433969600.0,Neutral,50,"[""PER이 11.5로 적정 수준으로 판단되나, ROE가 7.3%로 상대적으로 낮은 편입니다."", ""PBR이 0.84로 자산 가치 대비 저평가된 측면이 있습니다."", ""52주 최고가 대비 현재 위치가 18.2%로 하락폭이 큰 편이나, 최근 1개월 수익률이 소폭 상승하고 거래량은 감소하여 방향성 판단이 어렵습니다.""]",2.941176470588235,10.380622837370241
005930,삼성전자,2025-07-01,60800,12.16,0.89,7.32,356362202904400.0,Neutral,50,"[""PER, PBR, ROE 등 재무지표는 현재 시장 대비 저평가 가능성을 시사하지만, 절대적인 투자 매력도를 판단하기에는 추가 분석이 필요합니다."", ""52주 최고가 대비 상당한 하락폭을 보이고 있으나, 최근 1개월 수익률은 긍정적인 흐름을 나타내고 있어 단기 모멘텀을 기대할 수 있습니다."", ""거래량 변화율이 높다는 점은 시장의 관심이 증가하고 있음을 보여주지만, 이것이 상승 추세로 이어질지는 불확실하며, 20거래일 내 뚜렷한 방향성을 예측하기에는 근거가 부족합니다.""]",-0.6578947368421052,19.407894736842106
005930,삼성전자,2025-08-01,69700,13.92,1.01,7.26,407863052825800.0,Buy,75,"[""최근 1개월 수익률이 7.99%로 양호한 상승세를 보이고 있으며, 거래량 변화율도 9.72%로 긍정적인 흐름을 나타내고 있습니다."", ""현재가는 52주 최고가 대비 약 20% 하락한 수준으로, 기술적으로 반등 가능성이 존재합니다."", ""PER 13.9, PBR 1.01, ROE 7.3% 등의 재무지표는 현재 주가가 과도하게 고평가되지 않았음을 시사하며, 안정적인 기업 가치를 기반으로 한 상승 여력을 기대할 수 있습니다.""]",1.8651362984218076,-0.860832137733142
005930,삼성전자,2025-09-01,69100,13.66,0.99,7.25,400167523527200.0,Neutral,50,"[""PER 13.7은 시장 평균 대비 높은 수준은 아니지만, ROE 7.2%는 상대적으로 낮은 편으로 재무적 매력도가 아주 높다고 보기는 어렵습니다."", ""현재가 69,100원은 52주 최고가 대비 상당 부분 하락한 위치에 있으며, 52주 내 현재 위치 58.4%는 중간보다 약간 높은 수준으로 추세 전환 신호가 명확하지 않습니다."", ""최근 1개월 수익률 -5.32%와 거래량 변화율 -37.16%는 단기적으로 매도 압력이 작용하고 있음을 시사하며, 이는 향후 20거래일 내 뚜렷한 상승을 기대하기 어렵게 만듭니다.""]",3.4732272069464547,21.41823444283647
005930,삼성전자,2025-10-01,89000,17.37,1.27,7.31,509088861292000.0,Buy,75,"[""현재가 89,000원이 52주 최고가 86,100원을 상회하며 강한 상승 추세를 보이고 있습니다."", ""최근 1개월 수익률이 24.46%로 단기적으로 매우 강한 상승 모멘텀을 가지고 있습니다."", ""거래량 변화율 51.93%는 투자자들의 관심이 증가하고 있음을 시사하며, 이는 추가 상승 가능성을 높입니다.""]",9.775280898876403,11.46067415730337
005930,삼성전자,2025-11-03,104900,22.44,1.64,7.31,657671773134200.0,Buy,75,"[""최근 1개월 동안 33.37%의 높은 수익률을 기록하며 강한 상승세를 보이고 있습니다."", ""52주 최고가에 근접한 위치에서 거래되고 있으며, 이는 추가적인 상승 모멘텀을 시사할 수 있습니다."", ""거래량 변화율이 39.20%로 높게 나타나 투자자들의 관심이 집중되고 있으며, 이는 긍정적인 신호로 해석될 수 있습니다.""]",-1.334604385128694,-1.4299332697807436
005930,삼성전자,2025-12-01,103400,20.36,1.48,7.27,596699502537600.0,Neutral,55,"[""삼성전자는 52주 최고가 대비 하락한 위치에 있으며 최근 1개월 수익률도 마이너스를 기록하고 있어 단기적인 하락 압력이 존재합니다."", ""하지만 PBR 1.48배와 ROE 7.3%는 여전히 안정적인 재무 상태를 시사하며, 시가총액이 매우 큰 대형주로서 급격한 하락보다는 횡보 가능성이 있습니다."", ""거래량 변화율이 마이너스인 점은 투자 심리가 위축되었음을 나타내지만, 52주 내 현재 위치가 82.9%로 여전히 높은 편이라 추가적인 하락보다는 반등 가능성도 배제할 수 없습니다.""]",4.835589941972921,24.274661508704064
000660,SK하이닉스,2023-01-02,75600,5.41,0.87,16.08,53951569030500.0,Neutral,50,"[""현재가 75,600원은 52주 최저가 75,000원에 근접하여 기술적 반등 가능성이 있으나, 최근 1개월 수익률 -10.63%와 거래량 변화율 -17.96%는 하락 추세가 지속되고 있음을 시사합니다."", ""PER 5.4배, PBR 0.87배는 현재 주가가 기업의 이익 및 자산 가치 대비 저평가되었을 가능성을 나타내지만, ROE 16.1%는 양호한 수준임에도 불구하고 최근 주가 하락은 시장 전반의 투자 심리 위축 또는 해당 산업의 단기적인 불확실성을 반영할 수 있습니다."", ""52주 최고가 대비 현재 위치가 1.2%에 불과하여 상승 여력은 존재하나, 최근의 부정적인 기술적 지표와 시장 상황을 고려할 때 20거래일 내 뚜렷한 시장 대비 상승 또는 하락을 단정하기 어렵습니다.""]",14.417989417989418,23.544973544973544
000660,SK하이닉스,2023-02-01,93400,6.53,1.05,16.08,65140996161000.0,Buy,75,"[""최근 1개월 수익률이 21.87%로 강한 상승세를 보이고 있으며, 거래량 변화율 또한 31.44%로 증가하며 매수세가 유입되고 있음을 시사합니다."", ""현재가(93,400원)는 52주 최저가(75,000원) 대비 상당 부분 상승했지만, 52주 최고가(133,000원) 대비로는 아직 상승 여력이 남아있습니다."", ""ROE 16.1%는 양호한 수준으로 기업의 수익성이 뒷받침되고 있으며, PBR 1.05는 자산 가치 대비 저평가 가능성을 시사합니다.""]",1.070663811563169,-6.5310492505353315
000660,SK하이닉스,2023-03-02,87300,6.3,1.01,16.03,62789078356500.0,Neutral,40,"[""PER, PBR, ROE 등 재무지표는 양호하나, 52주 최고가 대비 현재 위치가 낮고 최근 1개월 수익률 및 거래량 변화율이 부정적인 점은 하방 압력을 시사합니다."", ""반도체 업황 회복에 대한 기대감은 상승 요인이 될 수 있으나, 단기적인 시장 불확실성이 존재합니다."", ""현재 제시된 정보만으로는 향후 20거래일 내 뚜렷한 방향성을 판단하기 어렵습니다.""]",-4.581901489117984,1.4891179839633446
000660,SK하이닉스,2023-04-03,84500,26.9,0.98,3.64,62147646228000.0,Neutral,55,"[""현재가 84,500원은 52주 최저가 75,000원 대비 상승했으나 최고가 121,000원 대비는 하락한 위치로, 기술적으로는 반등 가능성과 추가 하락 가능성이 혼재되어 있습니다."", ""최근 1개월 수익률이 -0.11%로 큰 변동성이 없었으나, 거래량 변화율이 42.23%로 증가한 점은 향후 방향성에 대한 잠재적 에너지를 시사합니다."", ""PER 26.9, PBR 0.98, ROE 3.6% 등 재무지표는 현재 시장 상황에서 특별히 매력적이거나 우려할 만한 수준은 아니며, 20거래일 내 큰 폭의 재무적 변화를 기대하기 어렵습니다.""]",8.63905325443787,6.272189349112427
000660,SK하이닉스,2023-05-02,89800,27.82,1.02,3.67,64285753323000.0,Neutral,50,"[""PER이 27.8로 높은 편이나, 해당없음 시 적자기업이라는 점을 고려하면 현재 이익 수준 대비 고평가 여부는 판단이 필요합니다."", ""PBR 1.02는 자산 가치 대비 크게 벗어나지 않는 수준으로 해석될 수 있습니다."", ""ROE 3.7%는 낮은 수준으로, 수익성 개선 여부가 중요합니다."", ""52주 최고가 대비 현재 위치가 39.5%로, 하락폭이 상대적으로 크지만 반등 여력도 존재합니다."", ""최근 1개월 수익률 1.81%는 소폭 상승세를 보이고 있으며, 거래량 변화율 31.25%는 투자자들의 관심이 증가하고 있음을 시사합니다."", ""반도체 업황 자체의 불확실성과 거시 경제 변수에 따른 변동성이 커 단기적인 방향성을 명확히 판단하기 어렵습니다.""]",-3.8975501113585747,22.828507795100222
000660,SK하이닉스,2023-06-01,110300,34.02,1.24,3.64,78611070859500.0,Neutral,50,"[""현재가가 52주 최고가에 도달하여 추가 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률이 높지만, 거래량 변화율이 마이너스인 점은 투자 심리 위축 가능성을 시사합니다."", ""PER이 34.0으로 높은 편이며, ROE가 3.6%로 낮은 점은 재무적 매력이 크지 않음을 나타냅니다.""]",4.0797824116047146,6.618313689936536
000660,SK하이닉스,2023-07-03,117900,36.27,1.32,3.64,83813798124000.0,Buy,75,"[""52주 최고가에 근접한 위치와 최근 1개월 수익률 상승은 긍정적인 모멘텀을 시사합니다."", ""PBR 1.32는 현재 시장에서 SK하이닉스의 자산 가치가 적정하게 평가되고 있음을 나타냅니다."", ""거래량 변화율이 음수이지만, 52주 내 현재 위치가 매우 높아 추가 상승 여력이 존재할 가능성이 있습니다.""]",-3.816793893129771,6.106870229007633
000660,SK하이닉스,2023-08-01,119500,38.59,1.41,3.65,89159065861500.0,Buy,75,"[""SK하이닉스는 52주 최고가 대비 현재 위치가 94.5%로 높은 수준이지만, 최근 1개월 수익률이 6.38%로 긍정적인 흐름을 보이고 있습니다."", ""PER이 38.6으로 다소 높은 편이나, PBR 1.41은 시장 평균 대비 과도하게 고평가되었다고 보기 어렵습니다."", ""반도체 업황 회복에 대한 기대감과 AI 관련 수요 증가는 SK하이닉스의 실적 개선에 긍정적인 영향을 미칠 것으로 예상됩니다.""]",-0.8368200836820083,1.9246861924686192
000660,SK하이닉스,2023-09-01,119200,37.01,1.35,3.65,85524283800000.0,Neutral,50,"[""PER이 37.0으로 높은 편이며, ROE가 3.6%로 낮은 수준으로 재무적 매력도는 크지 않습니다."", ""52주 최고가 대비 현재 위치가 84.9%로 높은 편이지만, 최근 1개월 수익률이 0.42%로 부진하고 거래량 변화율이 -20.07%로 감소하는 등 단기적인 상승 모멘텀이 약합니다."", ""반도체 업황에 대한 불확실성과 거시 경제 변동성이 향후 20거래일 동안 SK하이닉스의 주가 방향성을 예측하기 어렵게 만듭니다.""]",-2.7684563758389262,1.006711409395973
