ticker,name,signal_date,price,per,pbr,roe,market_cap,signal,confidence,reasons,return_20d
005930,삼성전자,2023-11-01,53400,8.51,1.14,13.4,406087161449200,Neutral,50,"[""삼성전자는 현재 52주 최저가 대비 높은 수준에 위치해 있으나, 52주 최고가 대비로는 상당한 하락폭을 보이고 있어 기술적으로는 방향성 판단이 어렵습니다."", ""최근 1개월 수익률이 0%로 횡보세를 보이고 있으며, 거래량 변화율도 크지 않아 단기적인 모멘텀 부재를 시사합니다."", ""PER, PBR, ROE 등 재무지표는 양호한 편이나, 현재 주가 수준에서 20거래일 내 시장 대비 뚜렷한 상승 또는 하락을 예상할 만한 강력한 재료가 부족합니다.""]",-0.9363295880149813
005930,삼성전자,2023-12-01,53400,8.94,1.2,13.42,426213930384000,Neutral,50,"[""삼성전자는 현재 52주 최고가 대비 낮은 수준에 위치해 있으며, PBR 1.20, ROE 13.4%로 재무 건전성은 양호한 편입니다."", ""최근 1개월 수익률은 3.30%로 소폭 상승했으나, 거래량 변화율이 -16.55%로 감소하여 매수세가 약화된 모습을 보입니다."", ""기술적으로는 52주 최저가와 최고가 사이에서 뚜렷한 방향성을 보이지 않고 있어 향후 20거래일 내 시장 대비 상승 또는 하락을 단정하기 어렵습니다.""]",-0.9363295880149813
005930,삼성전자,2024-01-02,53400,9.88,1.33,13.46,471203178591200,Neutral,50,"[""삼성전자는 52주 최저가 대비 현재 위치가 100%로, 52주 최고가에 근접하며 단기 상승 모멘텀이 약화될 가능성이 있습니다."", ""최근 1개월 수익률이 9.49%로 양호하지만, 거래량 변화율이 11.79%로 큰 폭의 상승을 뒷받침할 만큼 강하지는 않습니다."", ""PER, PBR, ROE 등 재무 지표는 안정적인 수준이나, 시장 전반의 불확실성과 거시 경제 요인이 삼성전자의 단기 방향성에 큰 영향을 미칠 수 있어 명확한 상승 또는 하락 신호를 판단하기 어렵습니다.""]",-0.9363295880149813
005930,삼성전자,2024-02-01,53400,9.13,1.23,13.47,435685351059200,Neutral,50,"[""PER 지표가 낮아 저평가 가능성이 있으나, 52주 최고가 대비 현재 위치가 높아 추가 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률이 마이너스이고 거래량 변화율이 양수이나 큰 폭의 상승을 시사하지는 않습니다."", ""재무 지표는 양호한 편이나, 단기적인 기술적 지표들이 명확한 상승 또는 하락 추세를 나타내지 않아 방향성 판단이 어렵습니다.""]",-0.9363295880149813
005930,삼성전자,2024-03-04,53400,9.3,1.25,13.44,443380880357800,Neutral,50,"[""삼성전자의 PER은 9.3으로 낮지만, 이는 업종 평균 대비 저평가 여부를 추가적으로 분석해야 합니다."", ""PBR 1.25와 ROE 13.4%는 현재 주가가 자산 가치 대비 적정 수준에 있으며 수익성을 보여주고 있음을 시사합니다."", ""52주 최고가 대비 현재 위치가 77.2%로, 최근 상승 여력이 제한적일 수 있다는 점과 거래량 감소는 매수세 약화를 나타낼 수 있습니다."", ""최근 1개월 수익률이 0.81%로 큰 변동성이 없었으며, 거래량 변화율이 음수(-)인 점은 단기적인 매수세가 약화되었음을 보여줍니다.""]",-0.9363295880149813
005930,삼성전자,2024-04-01,53400,38.48,1.33,3.46,485410309604000,Buy,75,"[""최근 1개월 수익률이 11.72%로 강한 상승세를 보이고 있으며, 이는 투자자들의 긍정적인 심리를 반영합니다."", ""거래량 변화율이 38.21%로 높게 나타나, 최근 매수세가 유입되고 있음을 시사합니다."", ""52주 최고가 대비 현재 위치가 98.0%로 매우 높아, 단기적인 추가 상승 여력이 남아있을 가능성이 있습니다.""]",-0.9363295880149813
005930,삼성전자,2024-05-02,53400,36.6,1.27,3.47,461731757916000,Neutral,40,"[""삼성전자의 PER은 36.6으로 높은 편이지만, 이는 적자 기업이 아니므로 절대적인 판단 기준이 되기는 어렵습니다."", ""PBR 1.27과 ROE 3.5%는 현재 기업 가치가 장부가치 대비 소폭 높고 수익성이 낮은 수준임을 시사합니다."", ""기술적으로 52주 최고가 대비 현재 위치는 낮지만, 최근 1개월 수익률이 마이너스이고 거래량 변화율도 감소하는 추세는 단기적인 하락 압력을 나타낼 수 있습니다.""]",-0.9363295880149813
005930,삼성전자,2024-06-03,53400,35.52,1.23,3.46,448116590695400,Neutral,50,"[""PER 지표가 35.5로 높은 편이나, 해당없음(적자기업)이 아니므로 기업의 수익성을 고려해야 합니다."", ""PBR 1.23은 자산 가치 대비 소폭 높은 수준이며, ROE 3.5%는 낮은 편으로 수익성 개선이 필요합니다."", ""52주 최고가 대비 현재 위치가 절반 수준에 머물러 있고, 최근 1개월 수익률 및 거래량 변화율이 하락세를 보이고 있어 단기적인 상승 모멘텀이 약합니다.""]",-0.9363295880149813
005930,삼성전자,2024-07-01,53400,38.39,1.33,3.46,484226382019600,Neutral,50,"[""삼성전자의 PER이 38.4로 높은 편이며, ROE가 3.5%로 낮은 수준으로 재무 건전성이 다소 아쉽습니다."", ""52주 최고가 대비 현재 위치가 81.9%로 여전히 고점 부근에 위치하고 있어 추가 상승 여력이 제한적일 수 있습니다."", ""최근 1개월 수익률은 양호하지만, 거래량 변화율이 마이너스로 전환되어 투자 심리가 위축될 가능성도 배제할 수 없습니다.""]",-0.9363295880149813
005930,삼성전자,2024-08-01,53400,39.0,1.35,3.46,491921911318200,Neutral,50,"[""PER이 39.0으로 높은 편이나, 삼성전자의 경우 사업 특성상 절대적인 비교는 어려움."", ""PBR 1.35, ROE 3.5%는 현재 시장 상황에서 특별히 매력적인 수준은 아님."", ""52주 최고가 대비 현재 위치가 78.4%로 하락 추세가 지속되고 있으며, 최근 1개월 수익률도 소폭 상승에 그쳐 뚜렷한 상승 모멘텀 부재.""]",-0.9363295880149813
005930,삼성전자,2024-09-02,53400,34.91,1.21,3.47,440421061396800,Neutral,40,"[""PER이 34.9로 높은 편이나, 이는 삼성전자의 경우 반도체 업황 사이클 및 미래 성장성에 대한 기대감이 반영된 수치로 해석될 수 있습니다."", ""PBR 1.21과 ROE 3.5%는 현재 기업 가치가 자산 대비 크게 높지 않으며, 수익성이 다소 낮은 수준임을 시사합니다."", ""52주 최고가 대비 현재 위치가 38.5%로 낮고, 최근 1개월 수익률이 -10.47%로 하락세를 보이고 있으며 거래량 변화율도 감소하는 등 기술적으로는 하락 압력이 존재합니다.""]",-0.9363295880149813
005930,삼성전자,2024-10-02,53400,28.77,1.0,3.48,362873804618600,Sell,70,"[""최근 1개월 수익률이 -19.76%로 크게 하락하며 약세 흐름을 보이고 있습니다."", ""52주 최고가 대비 현재 위치가 0.0%로 표기되어 있으나, 이는 52주 최고가와 현재가가 동일하다는 의미가 아니라 52주 최고가 대비 현재 가격의 상대적 위치를 나타내는 지표로 해석될 때, 현재가 53,400원이 52주 최저가 61,300원보다 낮다는 점은 명백한 하락 추세를 시사합니다. (주어진 정보에 오류가 있을 수 있으나, 주어진 숫자 그대로 해석 시)"", ""거래량 변화율이 45.60%로 증가했지만, 이는 하락 추세 속에서 매도 물량이 증가하고 있음을 시사할 수 있습니다.""]",-0.9363295880149813
005930,삼성전자,2024-11-01,53400,27.36,0.95,3.47,345114890852600,Neutral,40,"[""현재가(53,400원)가 52주 최저가(55,900원)에 근접해 있어 하방 경직성이 기대되지만, 52주 최고가(87,800원) 대비로는 여전히 높은 수준입니다."", ""최근 1개월 수익률(-5.20%)과 거래량 변화율(-5.98%)이 모두 마이너스를 기록하며 단기적인 하락 추세를 보이고 있습니다."", ""PER(27.4)은 다소 높은 편이지만, PBR(0.95)은 1배수 이하로 저평가된 측면도 있어 재무적 관점에서 명확한 방향성을 제시하기 어렵습니다.""]",-0.9363295880149813
005930,삼성전자,2024-12-02,53400,25.15,0.87,3.46,317292592619200,Neutral,50,"[""삼성전자의 PER 25.1은 시장 평균 대비 높은 수준이지만, PBR 0.87은 현재 주가가 장부가치보다 낮게 거래되고 있음을 시사합니다."", ""ROE 3.5%는 낮은 수준으로 수익성이 개선될 여지가 있습니다."", ""52주 최고가 대비 현재 위치가 9.8%로 낮지만, 최근 1개월 수익률이 -8.06%로 하락세를 보이고 있으며 거래량 변화율이 9.54%로 소폭 증가한 점은 단기적인 방향성을 판단하기 어렵게 만듭니다.""]",-0.9363295880149813
005930,삼성전자,2025-01-02,54400,25.06,0.87,3.47,316108665034800,Neutral,50,"[""현재가 52주 최저가 대비 높은 수준이지만, 최고가 대비로는 상당한 하락폭을 보여 방향성 판단이 어렵습니다."", ""최근 1개월 수익률이 마이너스이고 거래량 변화율도 감소하여 단기적인 매수세 유입이 약한 것으로 보입니다."", ""PER, PBR, ROE 등 재무지표만으로는 현재 주가 수준의 적정성을 판단하기 어렵고, 시장 대비 상승 또는 하락을 명확히 예상할 만한 강력한 근거가 부족합니다.""]",-0.7352941176470588
005930,삼성전자,2025-02-03,52700,23.93,0.83,3.47,301901534022000,Neutral,40,"[""삼성전자의 PER은 23.9로, 업종 평균 대비 높은 수준은 아니지만, ROE 3.5% 대비로는 다소 부담스러울 수 있습니다."", ""PBR 0.83은 현재 주가가 장부가치보다 낮게 거래되고 있음을 시사하며, 이는 저평가 가능성을 나타냅니다."", ""52주 최고가 대비 현재 위치가 2.9%로 매우 낮은 편이며, 최근 1개월 수익률이 -4.85%로 하락세를 보이고 있어 단기적인 추가 하락 가능성을 배제할 수 없습니다."", ""거래량 변화율이 -2.86%로 감소 추세를 보이고 있어 매수세가 강하지 않음을 알 수 있습니다.""]",2.4667931688804554
005930,삼성전자,2025-03-04,54000,25.57,0.89,3.48,322620266749000,Neutral,50,"[""삼성전자의 PER은 25.6으로, 적자 기업이 아닌 점은 긍정적이나 시장 평균 대비 높은 수준일 수 있어 추가 분석이 필요합니다."", ""PBR 0.89는 현재 주가가 장부가치보다 낮아 저평가 가능성을 시사하지만, ROE 3.5%는 낮은 수준으로 기업의 수익성이 개선될 여지가 있습니다."", ""52주 최고가 대비 현재 위치가 12.1%로, 상승 여력이 남아있다는 해석도 가능하지만, 최근 1개월 수익률 4.01%와 거래량 변화율 5.92%는 큰 변동성을 나타내지 않아 뚜렷한 추세 판단이 어렵습니다.""]",8.88888888888889
005930,삼성전자,2025-04-01,58800,11.88,0.87,7.32,348074709813600,Neutral,50,"[""PER 11.9배는 시장 평균 대비 높은 편은 아니지만, ROE 7.3%는 낮은 편으로 재무적 매력도가 높다고 보기는 어렵습니다."", ""PBR 0.87배는 현재 주가가 장부가치보다 낮게 거래되고 있음을 시사하며, 이는 저평가 가능성을 나타낼 수 있습니다."", ""52주 최고가 대비 현재 위치가 23.5%로, 52주 내에서 상승 여력이 남아있을 가능성을 보여줍니다."", ""최근 1개월 수익률 7.89%는 단기적으로 긍정적인 흐름을 보였으나, 거래량 변화율이 0.02%로 미미하여 추세 지속 여부는 불확실합니다.""]",-5.612244897959184
005930,삼성전자,2025-05-02,54600,10.97,0.8,7.29,321436339164600,Neutral,40,"[""삼성전자는 현재 52주 최저가에 근접한 수준으로, 기술적으로는 반등 가능성이 있으나 최근 1개월 수익률 하락과 거래량 감소는 투자 심리 위축을 시사합니다."", ""PER 11.0, PBR 0.80, ROE 7.3% 등 재무 지표는 비교적 안정적인 수준을 보여주지만, 시장 대비 뚜렷한 상승 모멘텀을 찾기 어렵습니다."", ""현재 시장 전반의 불확실성과 삼성전자 자체의 뚜렷한 호재 또는 악재 부재로 인해 향후 20거래일 내 명확한 방향성을 예측하기 어렵습니다.""]",8.241758241758241
005930,삼성전자,2025-06-02,57800,11.47,0.84,7.32,336235433969600,Neutral,40,"[""삼성전자의 PER, PBR, ROE 지표는 현재 시장에서 저평가되어 있음을 시사하지만, 52주 최고가 대비 현재 위치가 낮아 추가 상승 여력에 대한 불확실성이 존재합니다."", ""최근 1개월 수익률은 소폭 상승했으나, 거래량 변화율이 마이너스를 기록하며 투자 심리가 위축될 가능성을 배제할 수 없습니다."", ""거시 경제 불확실성 및 반도체 업황에 대한 전망이 엇갈리는 상황에서 단기 20거래일 내 뚜렷한 시장 대비 상승 또는 하락을 예측하기 어렵습니다.""]",10.380622837370241
005930,삼성전자,2025-07-01,60800,12.16,0.89,7.32,356362202904400,Neutral,50,"[""PER, PBR, ROE 등 재무지표는 현재 주가가 기업 가치 대비 저평가되었을 가능성을 시사하지만, 절대적인 상승 동력으로 보기에는 부족합니다."", ""52주 최고가 대비 상당한 하락폭과 52주 내 현재 위치가 낮은 점은 하방 경직성을 기대하게 하지만, 동시에 추가 상승 여력에 대한 의문을 제기합니다."", ""최근 1개월 수익률과 거래량 변화율은 긍정적인 움직임을 보이지만, 단기적인 모멘텀이 지속될지는 불확실하며 시장 전반의 흐름에 영향을 받을 가능성이 높습니다.""]",19.407894736842106
005930,삼성전자,2025-08-01,69700,13.92,1.01,7.26,407863052825800,Neutral,50,"[""PER 13.9는 시장 평균 대비 높은 수준은 아니지만, ROE 7.3%는 상대적으로 낮은 편으로 재무적 매력도가 아주 높다고 보기는 어렵습니다."", ""52주 최고가 대비 현재 위치가 51.4%로 절반 수준에 머물러 있어 상승 여력과 하락 위험이 공존하는 구간입니다."", ""최근 1개월 수익률이 7.99%로 양호하고 거래량 변화율도 9.72%로 증가하는 추세이나, 20거래일 내 뚜렷한 방향성을 판단하기에는 재무 및 기술적 지표가 혼재되어 있습니다.""]",-0.860832137733142
005930,삼성전자,2025-09-01,69100,13.66,0.99,7.25,400167523527200,Neutral,50,"[""PER 13.7은 시장 평균 대비 높은 수준은 아니지만, ROE 7.2%는 낮은 편으로 재무적 매력이 크지 않습니다."", ""PBR 0.99는 현재 주가가 장부가치와 유사함을 나타내며, 52주 최고가 대비 상당한 하락폭을 보여 기술적으로는 반등 가능성을 시사합니다."", ""최근 1개월 수익률 -5.32%와 거래량 변화율 -37.16%는 단기적으로 매도 압력이 존재함을 나타내며, 향후 20거래일 내 뚜렷한 상승 또는 하락 추세를 예측하기 어렵습니다.""]",21.41823444283647
005930,삼성전자,2025-10-01,89000,17.37,1.27,7.31,509088861292000,Buy,85,"[""52주 최고가에 근접한 강한 상승 추세를 보이고 있으며, 최근 1개월 수익률이 매우 높습니다."", ""거래량 변화율이 51.93%로 증가하며 매수세가 유입되고 있음을 시사합니다."", ""PBR 1.27은 자산 가치 대비 저평가 가능성을 나타내며, ROE 7.3%는 수익성을 보여줍니다.""]",11.46067415730337
005930,삼성전자,2025-11-03,104900,22.44,1.64,7.31,657671773134200,Buy,75,"[""최근 1개월 수익률이 33.37%로 강한 상승세를 보이고 있으며, 52주 최고가에 근접한 위치는 추가 상승 가능성을 시사합니다."", ""거래량 변화율이 39.20%로 증가한 것은 투자자들의 관심이 높아지고 있음을 나타내며, 이는 매수세 유입으로 이어질 수 있습니다."", ""PBR 1.64는 자산 가치 대비 높은 수준은 아니며, ROE 7.3%는 꾸준한 이익 창출 능력을 보여주고 있어 재무적으로 안정적인 모습을 유지하고 있습니다.""]",-1.4299332697807436
005930,삼성전자,2025-12-01,103400,20.36,1.48,7.27,596699502537600,Neutral,50,"[""현재가(103,400원)는 52주 최고가(111,100원) 대비 하락한 위치에 있으며, 52주 내 현재 위치(82.9%)는 상대적으로 높은 편입니다."", ""최근 1개월 수익률(-6.23%)과 거래량 변화율(-14.56%)이 모두 하락세를 나타내고 있어 단기적인 투자 심리가 위축되었음을 시사합니다."", ""PER(20.4), PBR(1.48), ROE(7.3%) 등의 재무 지표는 시장 평균 대비 고평가 또는 저평가 여부를 명확히 판단하기 어렵고, 삼성전자와 같이 대형주는 거시 경제 지표 및 반도체 업황 등 다양한 외부 요인에 의해 주가 변동성이 결정되는 경향이 강해 단기 20거래일 방향성을 명확히 예측하기 어렵습니다.""]",24.274661508704064
000660,SK하이닉스,2023-01-02,171200,5.41,0.87,16.08,53951569030500,Neutral,50,"[""현재가 171,200원은 52주 최고가 133,000원을 이미 상당폭 상회하고 있어 추가 상승 여력에 대한 의문이 제기됩니다."", ""최근 1개월 수익률이 -10.63%로 하락세를 보이고 있으며, 거래량 변화율 또한 -17.96%로 감소하는 추세는 단기적인 매도 압력을 시사합니다."", ""PER, PBR, ROE 등 재무지표는 양호한 편이나, 기술적 지표에서 나타나는 단기 약세 신호가 투자 방향성을 불확실하게 만들고 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-02-01,171200,6.53,1.05,16.08,65140996161000,Buy,75,"[""최근 1개월 수익률이 21.87%로 강한 상승세를 보이고 있으며, 이는 투자자들의 긍정적인 심리를 반영합니다."", ""거래량 변화율이 31.44%로 증가한 것은 매수세 유입 가능성을 시사하며, 이는 주가 상승 동력으로 작용할 수 있습니다."", ""ROE 16.1%는 견조한 수익성을 나타내며, PBR 1.05는 현재 주가가 자산 가치 대비 크게 고평가되지 않았음을 의미합니다.""]",16.121495327102803
000660,SK하이닉스,2023-03-02,171200,6.3,1.01,16.03,62789078356500,Neutral,50,"[""PER 지표가 해당없음으로 표시되어 있어 재무적 안정성 판단에 제약이 있습니다."", ""PBR 1.01, ROE 16.0%는 현재 기업 가치가 자산 대비 적정 수준이며 수익성이 양호함을 시사합니다."", ""52주 최고가 대비 현재 위치가 24.3%로, 상승 여력이 남아있으나 최근 1개월 수익률 및 거래량 변화율이 부정적인 점은 단기 상승 모멘텀 약화를 시사합니다.""]",16.121495327102803
000660,SK하이닉스,2023-04-03,171200,26.9,0.98,3.64,62147646228000,Neutral,50,"[""SK하이닉스의 현재 PER은 26.9로, 반도체 업종의 평균 PER과 비교했을 때 고평가 여부를 판단하기 어렵습니다. (해당없음 시 적자기업이라는 정보는 PER 해석에 혼란을 줍니다.)"", ""PBR 0.98은 현재 주가가 장부가치와 거의 유사함을 나타내며, ROE 3.6%는 낮은 수준으로 재무적 매력도가 높다고 보기는 어렵습니다."", ""52주 최고가 대비 현재 위치가 26.5%로, 52주 최고가에 근접하지도, 최저가에서 크게 벗어나지도 않은 중간 지점에 위치하여 명확한 추세 판단이 어렵습니다. 최근 1개월 수익률이 거의 보합세인 점과 거래량 변화율이 높은 점은 변동성 확대 가능성을 시사하지만, 방향성을 특정하기에는 부족합니다.""]",16.121495327102803
000660,SK하이닉스,2023-05-02,171200,27.82,1.02,3.67,64285753323000,Neutral,50,"[""SK하이닉스의 현재 PER은 27.8로, 반도체 업종의 특성을 고려할 때 고평가 수준은 아니지만, ROE가 3.7%로 낮은 편입니다."", ""PBR 1.02는 자산 가치 대비 적정 수준으로 판단되지만, 현재가 52주 최고가 대비 39.5% 낮은 수준에 있어 상승 여력과 하락 위험이 공존합니다."", ""최근 1개월 수익률은 1.81%로 소폭 상승했으나, 거래량 변화율이 31.25%로 높게 나타나 단기적인 변동성이 확대될 가능성이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-06-01,171200,34.02,1.24,3.64,78611070859500,Buy,75,"[""SK하이닉스는 52주 최고가에 근접하며 강한 상승 모멘텀을 보여주고 있습니다."", ""최근 1개월 수익률이 23.24%로 매우 높아 단기적인 상승 추세가 지속될 가능성이 있습니다."", ""PBR 1.24배는 자산 가치 대비 저평가 가능성을 시사하며, ROE 3.6%는 개선 여지가 있음을 보여줍니다.""]",16.121495327102803
000660,SK하이닉스,2023-07-03,171200,36.27,1.32,3.64,83813798124000,Buy,75,"[""SK하이닉스는 52주 최고가 대비 현재 위치가 95.7%로 매우 높은 수준이며, 이는 강한 상승 추세를 시사합니다."", ""최근 1개월 수익률이 6.62%로 양호한 흐름을 보이고 있어 단기적인 상승 모멘텀이 유지될 가능성이 있습니다."", ""PER이 36.3으로 다소 높지만, PBR 1.32와 ROE 3.6%는 현재 주가 수준이 과도하게 고평가되었다고 보기 어렵습니다. 특히 반도체 업황 개선 기대감이 반영될 경우 추가 상승 여력이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-08-01,171200,38.59,1.41,3.65,89159065861500,Buy,75,"[""SK하이닉스의 현재가(171,200원)는 52주 최고가(128,000원)를 이미 상회하며 강한 상승 추세를 보여주고 있습니다."", ""52주 내 현재 위치가 94.5%로, 52주 최고가에 근접한 높은 수준은 추가적인 상승 여력이 제한적일 수 있으나, 최근 1개월 수익률 6.38%는 긍정적인 모멘텀을 시사합니다."", ""PER 38.6은 다소 높은 편이나, 반도체 업황 회복 기대감과 SK하이닉스의 시장 지배력을 고려할 때 단기적인 상승세는 지속될 가능성이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-09-01,171200,37.01,1.35,3.65,85524283800000,Neutral,50,"[""현재가 171,200원은 52주 최고가 128,000원을 크게 상회하며 과열 가능성을 시사합니다."", ""최근 1개월 수익률이 0.42%로 미미하고 거래량 변화율이 -20.07%로 감소하는 등 단기적인 상승 모멘텀이 약화된 것으로 보입니다."", ""PER 37.0은 다소 높은 수준이며, ROE 3.6%는 낮은 편으로 재무적인 매력도가 높다고 보기는 어렵습니다.""]",16.121495327102803
000660,SK하이닉스,2023-10-04,171200,35.6,1.3,3.65,82245852921000,Neutral,50,"[""PER이 35.6으로 높은 편이나, 해당없음 표기가 없어 적자기업은 아님을 알 수 있습니다."", ""PBR 1.30과 ROE 3.6%는 현재 기업 가치 대비 수익성이 다소 낮음을 시사합니다."", ""52주 최고가 대비 현재 위치가 76.2%로 상승 여력이 남아있으나, 최근 1개월 수익률과 거래량 변화율이 하락세를 보이고 있어 단기적인 방향성 판단이 어렵습니다.""]",16.121495327102803
000660,SK하이닉스,2023-11-01,171200,37.11,1.35,3.64,85738094509500,Buy,75,"[""SK하이닉스는 52주 최고가 대비 현재 위치가 높아 상승 추세가 지속될 가능성이 있습니다."", ""최근 1개월 수익률이 4.61%로 긍정적인 흐름을 보이고 있으며, 거래량 변화율도 39.30%로 증가하여 투자 심리가 개선되고 있음을 시사합니다."", ""반도체 업황 회복 기대감과 AI 관련 수요 증가는 SK하이닉스의 실적 개선에 긍정적인 영향을 미칠 것으로 예상됩니다.""]",16.121495327102803
