ticker,name,signal_date,price,signal,confidence,reasons,return_20d
005930,삼성전자,2024-09-02,53400,Neutral,55,"[""삼성전자는 최근 20거래일 동안 시장 대비 큰 변동성을 보이지 않고 횡보하는 추세를 나타내고 있습니다."", ""글로벌 반도체 업황에 대한 불확실성이 여전히 존재하며, 이는 삼성전자의 주가에 상방 및 하방 요인으로 작용할 수 있습니다."", ""최근 발표된 실적 및 향후 전망에 대한 시장의 해석이 엇갈리고 있어 단기적인 방향성을 명확히 판단하기 어렵습니다.""]",-0.9363295880149813
005930,삼성전자,2024-10-02,53400,Neutral,50,"[""삼성전자의 단기 20거래일 투자 방향은 현재 시장 상황 및 반도체 업황의 불확실성으로 인해 명확한 상승 또는 하락을 예측하기 어렵습니다."", ""글로벌 경기 침체 우려와 인플레이션 압력은 IT 수요에 부정적인 영향을 미칠 수 있으나, AI 반도체 수요 증가와 같은 긍정적인 요인도 존재합니다."", ""최근 주가 흐름이 뚜렷한 추세를 보이지 않고 있으며, 투자자들의 관망세가 이어지고 있어 추가적인 방향성 확인이 필요합니다.""]",-0.9363295880149813
005930,삼성전자,2024-11-01,53400,Neutral,50,"[""삼성전자의 단기적인 시장 대비 상승 또는 하락을 명확하게 판단할 수 있는 구체적인 정보가 부족합니다."", ""최근 주가 움직임과 거시 경제 지표, 반도체 업황 전망 등을 종합적으로 분석해야 정확한 판단이 가능합니다."", ""현재 제공된 정보만으로는 20거래일 내 시장 대비 명확한 방향성을 예측하기 어렵습니다.""]",-0.9363295880149813
005930,삼성전자,2024-12-02,53400,Neutral,50,"[""삼성전자의 단기적인 시장 대비 상승 또는 하락을 명확하게 예측할 수 있는 뚜렷한 모멘텀이 현재 부족합니다."", ""글로벌 경기 불확실성과 반도체 업황에 대한 상반된 전망이 혼재되어 있어 투자 심리가 위축될 수 있습니다."", ""하지만 삼성전자는 시가총액이 크고 안정적인 기업으로, 큰 폭의 하락보다는 횡보 가능성이 높습니다.""]",-0.9363295880149813
005930,삼성전자,2025-01-02,54400,Neutral,50,"[""삼성전자는 현재 20거래일 이동평균선 부근에서 횡보하며 방향성을 탐색하고 있습니다."", ""최근 반도체 업황 회복에 대한 기대감과 거시 경제 불확실성이 혼재하며 매수세와 매도세가 팽팽하게 맞서고 있습니다."", ""향후 20거래일 동안 시장 전반의 흐름 및 반도체 관련 뉴스에 따라 변동성이 나타날 수 있어 명확한 방향성을 예측하기 어렵습니다.""]",-0.7352941176470588
005930,삼성전자,2025-02-03,52700,Neutral,50,"[""삼성전자는 현재 52,700원으로, 단기적인 급등락보다는 안정적인 흐름을 보일 가능성이 있습니다."", ""최근 반도체 업황에 대한 긍정적인 전망과 부정적인 전망이 혼재하며 투자 심리가 엇갈리고 있습니다."", ""거시 경제 불확실성 및 글로벌 공급망 이슈 등이 삼성전자의 주가 방향성에 영향을 미칠 수 있어 명확한 방향성 판단이 어렵습니다.""]",2.4667931688804554
005930,삼성전자,2025-03-04,54000,Neutral,50,"[""삼성전자의 현재 주가는 기술적 분석상 특별한 강세 또는 약세 신호를 명확하게 보여주지 않고 있습니다."", ""최근 시장 전반의 변동성이 높아 개별 종목의 방향성을 예측하기 어려운 상황입니다."", ""향후 20거래일 동안의 거시 경제 지표 변화, 반도체 업황 전망, 그리고 삼성전자 자체의 신규 사업 발표 등 추가적인 정보가 필요합니다.""]",8.88888888888889
005930,삼성전자,2025-05-02,54600,Neutral,50,"[""삼성전자는 현재 기술주 전반의 변동성과 거시 경제 불확실성 속에서 뚜렷한 방향성을 보이지 않고 있습니다."", ""반도체 업황 회복에 대한 기대감과 글로벌 경기 침체 우려가 상충하며 단기적인 주가 흐름을 예측하기 어렵습니다."", ""향후 20거래일 동안의 투자 방향은 주요 경제 지표 발표, 반도체 관련 기업들의 실적 발표, 그리고 지정학적 리스크 변화 등에 따라 달라질 수 있습니다.""]",8.241758241758241
005930,삼성전자,2025-07-01,60800,Neutral,50,"[""삼성전자는 현재 60,800원으로, 단기적인 급등락보다는 횡보 또는 완만한 추세를 보일 가능성이 있습니다."", ""최근 시장 전반의 불확실성과 거시 경제 지표의 변동성이 삼성전자의 주가 방향성을 예측하기 어렵게 만들고 있습니다."", ""반도체 업황의 회복 시점과 글로벌 IT 수요에 대한 전망이 아직 명확하게 형성되지 않아 투자 심리가 중립적인 상태입니다.""]",19.407894736842106
005930,삼성전자,2025-08-01,69700,Neutral,50,"[""삼성전자의 단기적인 시장 대비 상승 또는 하락을 명확하게 예측할 수 있는 결정적인 모멘텀이 부족합니다."", ""최근 주가 흐름이 횡보세를 보이며 방향성 탐색 구간에 있는 것으로 판단됩니다."", ""거시 경제 지표 및 반도체 업황에 대한 불확실성이 존재하여 단기적인 투자 방향을 단정하기 어렵습니다.""]",-0.860832137733142
005930,삼성전자,2025-09-01,69100,Neutral,50,"[""삼성전자는 현재 20거래일 이동평균선 부근에서 횡보하며 방향성을 탐색하고 있습니다."", ""최근 반도체 업황 회복에 대한 기대감과 글로벌 IT 수요 둔화 우려가 혼재하며 투자 심리가 불확실합니다."", ""거시 경제 지표 및 주요 경쟁사의 동향 변화에 따라 주가 변동성이 확대될 가능성이 있습니다.""]",21.41823444283647
005930,삼성전자,2025-12-01,103400,Neutral,50,"[""삼성전자의 향후 20거래일 투자 방향을 판단하기에는 현재 제공된 정보만으로는 부족합니다."", ""최근 주가 흐름, 거시 경제 지표, 반도체 업황 전망, 경쟁사 동향 등 추가적인 분석이 필요합니다."", ""현재가 103,400원이라는 정보만으로는 시장 대비 상승 또는 하락을 명확히 예측하기 어렵습니다.""]",24.274661508704064
000660,SK하이닉스,2023-01-02,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장 모멘텀은 유효합니다.""]",16.121495327102803
000660,SK하이닉스,2023-02-01,171200,Buy,75,"[""AI 반도체 수요 증가와 HBM 시장에서의 독보적인 경쟁력으로 인해 SK하이닉스의 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복에 대한 긍정적인 전망이 주가 상승 요인으로 작용할 수 있습니다."", ""최근 주가 조정 이후 기술적 반등 가능성이 있으며, 기관 및 외국인 투자자들의 매수세가 유입될 경우 상승 탄력이 붙을 수 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-03-02,171200,Buy,75,"[""AI 반도체 수요 증가와 HBM(고대역폭 메모리) 시장 선점으로 인한 실적 개선 기대감이 높습니다."", ""글로벌 반도체 업황 회복에 대한 긍정적인 전망이 SK하이닉스의 주가 상승 동력으로 작용할 수 있습니다."", ""최근 주가 조정 이후 기술적 반등 가능성이 있으며, 기관 및 외국인 투자자들의 매수세가 유입될 경우 상승 탄력이 강화될 수 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-04-03,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 지속되고 있습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있으며, SK하이닉스는 이러한 수혜를 가장 크게 받을 것으로 예상됩니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장 모멘텀을 고려할 때 매력적인 매수 기회로 작용할 수 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-05-02,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장성에 대한 긍정적인 전망이 유지됩니다.""]",16.121495327102803
000660,SK하이닉스,2023-06-01,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 높아졌다는 분석이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-07-03,171200,Buy,75,"[""AI 반도체 수요 증가와 HBM 시장에서의 경쟁 우위 확보로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있으며, SK하이닉스가 그 수혜를 받을 것으로 예상됩니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장성에 대한 긍정적인 전망이 유지됩니다.""]",16.121495327102803
000660,SK하이닉스,2023-08-01,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있으며, SK하이닉스가 그 수혜를 받을 것으로 예상됩니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 높아졌다는 분석이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-09-01,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장성에 대한 긍정적인 전망이 유지됩니다.""]",16.121495327102803
000660,SK하이닉스,2023-10-04,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 부각되고 있습니다.""]",16.121495327102803
000660,SK하이닉스,2023-11-01,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 실적 개선 기대감이 높습니다."", ""글로벌 경기 회복 조짐과 함께 반도체 업황 턴어라운드에 대한 전망이 긍정적입니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장성을 고려할 때 매력적인 가격대입니다.""]",16.121495327102803
000660,SK하이닉스,2023-12-01,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장 모멘텀은 유효합니다.""]",16.121495327102803
000660,SK하이닉스,2024-01-02,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 SK하이닉스의 실적 개선 기대감이 높습니다."", ""최근 주가 하락은 단기적인 조정으로 해석되며, 기술적 반등 가능성이 있습니다."", ""글로벌 반도체 업황 회복 시그널이 나타나고 있으며, 이는 SK하이닉스 주가에 긍정적인 영향을 미칠 것으로 예상됩니다.""]",16.121495327102803
000660,SK하이닉스,2024-02-01,171200,Buy,75,"[""AI 반도체 수요 증가에 따른 HBM(고대역폭 메모리) 시장의 긍정적인 전망이 SK하이닉스의 실적 개선 기대감을 높이고 있습니다."", ""최근 주가 하락은 단기적인 조정으로 해석될 수 있으며, 기술적 분석상 지지선 구간에서 반등 가능성이 있습니다."", ""글로벌 반도체 업황 회복에 대한 기대감이 점진적으로 반영되면서 투자 심리가 개선될 것으로 예상됩니다.""]",16.121495327102803
000660,SK하이닉스,2024-03-04,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 부각되고 있습니다.""]",16.121495327102803
000660,SK하이닉스,2024-04-01,171200,Buy,75,"[""AI 반도체 수요 증가와 HBM(고대역폭 메모리) 시장 선점으로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있으며, SK하이닉스가 이에 대한 수혜를 받을 것으로 예상됩니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 높아졌으며, 기관 투자자들의 매수세가 유입될 가능성이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2024-06-03,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 조짐과 함께 SK하이닉스의 기술 경쟁력이 부각될 가능성이 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력이 높아졌다는 분석이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2024-07-01,171200,Buy,75,"[""AI 산업 성장과 고대역폭 메모리(HBM) 수요 증가로 SK하이닉스의 실적 개선 기대감이 높습니다."", ""최근 주가 조정은 단기적인 수급 요인으로 해석되며, 장기적인 성장 전망은 여전히 긍정적입니다."", ""글로벌 반도체 업황 회복 시그널이 나타나고 있으며, 이는 SK하이닉스 주가에 긍정적인 영향을 미칠 것으로 예상됩니다.""]",16.121495327102803
000660,SK하이닉스,2024-08-01,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 지속되고 있습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있으며, SK하이닉스는 이러한 흐름에 가장 민감하게 반응할 수 있는 종목입니다."", ""최근 주가 조정을 거치면서 밸류에이션 매력도가 높아졌다는 분석이 있으며, 기관 투자자들의 매수세가 유입될 가능성이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2024-09-02,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정 이후 기술적 반등 가능성이 존재하며, 밸류에이션 매력도 부각될 수 있습니다.""]",16.121495327102803
000660,SK하이닉스,2024-10-02,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장 모멘텀은 유효합니다.""]",16.121495327102803
000660,SK하이닉스,2024-11-01,171200,Buy,75,"[""AI 반도체 수요 증가에 따른 HBM(고대역폭 메모리) 시장의 긍정적인 전망이 SK하이닉스의 실적 개선 기대감을 높이고 있습니다."", ""최근 주가 조정 이후 기술적 반등 가능성이 있으며, 밸류에이션 매력도 부각될 수 있습니다."", ""글로벌 반도체 업황 회복에 대한 기대감이 점진적으로 반영될 가능성이 있습니다.""]",16.121495327102803
000660,SK하이닉스,2024-12-02,171200,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 높습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 부각되고 있습니다.""]",16.121495327102803
000660,SK하이닉스,2025-01-02,181900,Buy,75,"[""최근 반도체 업황 회복에 대한 기대감이 높아지면서 SK하이닉스의 실적 개선 전망이 긍정적입니다."", ""AI 반도체 수요 증가와 DDR5 전환 가속화는 SK하이닉스의 장기적인 성장 동력으로 작용할 것으로 예상됩니다."", ""현재 주가는 밸류에이션 측면에서 매력적인 수준이며, 기관 투자자들의 매수세가 유입될 가능성이 있습니다.""]",11.874656404617923
000660,SK하이닉스,2025-02-03,191100,Buy,75,"[""최근 반도체 업황 회복 기대감과 AI 관련 수요 증가로 SK하이닉스 실적 개선 전망이 긍정적입니다."", ""주요 경쟁사 대비 상대적으로 낮은 밸류에이션 매력이 부각될 수 있습니다."", ""최근 주가 조정을 거치며 단기 과매도 구간에 진입했다는 분석도 있습니다.""]",1.0465724751439036
000660,SK하이닉스,2025-03-04,193100,Buy,75,"[""AI 반도체 수요 증가 및 고대역폭 메모리(HBM) 시장 선점 효과로 실적 개선 기대감이 높습니다."", ""글로벌 경기 회복 조짐과 함께 반도체 업황 턴어라운드에 대한 시장의 기대감이 반영되고 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력이 부각되고 있어 단기 반등 가능성이 있습니다.""]",2.4857586742620406
000660,SK하이닉스,2025-04-01,197900,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점 효과로 인한 실적 개선 기대감이 지속되고 있습니다."", ""글로벌 메모리 반도체 업황 회복 시그널이 점진적으로 나타나고 있으며, SK하이닉스는 이에 대한 수혜가 클 것으로 예상됩니다."", ""최근 주가 조정은 단기적인 수급 요인으로 판단되며, 장기적인 성장 모멘텀을 고려할 때 매력적인 진입 기회로 볼 수 있습니다.""]",-10.308236483072259
000660,SK하이닉스,2025-05-02,190800,Buy,75,"[""AI 반도체 수요 증가와 HBM(고대역폭 메모리) 시장 선점에 따른 실적 개선 기대감이 높습니다."", ""글로벌 IT 경기 회복 조짐과 함께 메모리 반도체 업황 반등에 대한 긍정적인 전망이 우세합니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 높아졌다는 분석이 있습니다.""]",17.662473794549268
000660,SK하이닉스,2025-06-02,217500,Buy,75,"[""AI 반도체 수요 증가와 함께 SK하이닉스의 HBM(고대역폭 메모리) 시장 지배력이 강화될 것으로 예상됩니다."", ""글로벌 메모리 반도체 업황이 점진적으로 개선될 조짐을 보이며, 재고 감소 및 가격 반등 가능성이 있습니다."", ""최근 주가 조정을 거치며 밸류에이션 매력이 부각되고 있으며, 기관 투자자들의 매수세가 유입될 여지가 있습니다.""]",28.045977011494255
000660,SK하이닉스,2025-07-01,279000,Buy,75,"[""AI 반도체 수요 증가 및 HBM 시장 선점으로 인한 실적 개선 기대감이 높습니다."", ""글로벌 경기 회복 및 IT 수요 반등 가능성이 SK하이닉스의 주가 상승을 뒷받침할 것으로 예상됩니다."", ""최근 주가 조정을 거치며 밸류에이션 매력도가 높아져 투자 심리가 개선될 여지가 있습니다.""]",-5.555555555555555
